dataset;ds;dmu;alpha;cons_alpha;random_state;KM_1;KM_2;baseline_dedpul;dedpul;e1_en;e3_en;em_en;random_dedpul
laplace;1;1;0,5;0,3161;6;0,0688;0,0766;0,06030000000000002;0,09569999999999998;0,2827;0,0693;0,0991;0,09569999999999998
laplace;1;1;0,5;0,3161;7;0,049199999999999966;0,05259999999999998;0,056400000000000006;0,036099999999999965;0,26849999999999996;0,055800000000000016;0,0781;0,03749999999999998
laplace;1;1;0,5;0,3161;8;0,016600000000000004;0,019799999999999984;0,027700000000000002;0,030100000000000016;0,24569999999999997;0,003400000000000014;0,031100000000000017;0,04199999999999998
laplace;1;1;0,5;0,3161;9;0,0126;0,009500000000000008;0,04310000000000003;0,006599999999999995;0,254;0,015900000000000025;0,006099999999999994;0,03489999999999999
laplace;1;1;0,75;0,4741;0;0,00930000000000003;0,01040000000000002;0,050499999999999934;0,0013000000000000234;0,33740000000000003;0,012300000000000033;0,014100000000000001;0,0048000000000000265
laplace;1;1;0,75;0,4741;1;0,04439999999999994;0,05499999999999999;0,13169999999999998;0,06869999999999993;0,2967;0,06449999999999995;0,07190000000000002;0,06669999999999993
laplace;1;1;0,75;0,4741;2;0,0529;0,04810000000000003;0,029700000000000004;0,05610000000000004;0,35860000000000003;0,015700000000000047;0,10310000000000002;0,055400000000000005
laplace;1;1;0,75;0,4741;3;0,06509999999999999;0,07719999999999999;0,11599999999999994;0,08000000000000002;0,3057;0,08069999999999994;0,18019999999999997;0,008500000000000008
laplace;1;1;0,75;0,4741;4;0,0761;0,11420000000000002;0,03150000000000003;0,047099999999999975;0,32120000000000004;0,06259999999999993;0,3483;0,028799999999999992
laplace;1;1;0,75;0,4741;5;0,054599999999999926;0,06580000000000003;0,059099999999999986;0,03239999999999993;0,26380000000000003;0,07319999999999999;0,07190000000000002;0,012499999999999956
laplace;1;1;0,75;0,4741;6;0,04620000000000002;0,04810000000000003;0,05729999999999996;0,027300000000000046;0,366;0,042700000000000016;0,051100000000000034;0,04610000000000003
laplace;1;1;0,75;0,4741;7;0,0529;0,04810000000000003;0,029899999999999982;0,03570000000000001;0,3437;0,03570000000000001;0,03410000000000002;0,03820000000000001
laplace;1;1;0,75;0,4741;8;0,01720000000000005;0,01040000000000002;0,04639999999999994;0,015500000000000014;0,31300000000000006;0,006799999999999973;0,0018999999999999573;0,028800000000000048
laplace;1;1;0,75;0,4741;9;0,007299999999999973;0,015499999999999958;0,04749999999999993;0,0013000000000000234;0,3225;0,018799999999999983;0,018899999999999972;0,0020000000000000018
laplace;1;1;0,95;0,6005;0;0,01440000000000008;0,012199999999999989;0,018100000000000005;0,0020000000000000018;0,37140000000000006;9,999999999998899e-05;0,014499999999999957;0,0010999999999999899
laplace;1;1;0,95;0,6005;1;0,026599999999999957;0,04579999999999995;0,09889999999999999;0,05279999999999996;0,32810000000000006;0,05069999999999997;0,055499999999999994;0,019000000000000017
laplace;1;1;0,95;0,6005;2;0,03880000000000006;0,012199999999999989;0,00660000000000005;0,03490000000000004;0,39480000000000004;0,01640000000000008;0,0695;0,03500000000000003
laplace;1;1;0,95;0,6005;3;0,05719999999999992;0,07919999999999994;0,0022999999999999687;0,15359999999999996;0,34590000000000004;0,049899999999999944;0,021499999999999964;0,006900000000000017
laplace;1;1;0,95;0,6005;4;0,0736;0,13649999999999995;0,005499999999999949;0,09019999999999995;0,3622;0,02939999999999998;0,2378;9,999999999998899e-05
laplace;1;1;0,95;0,6005;5;0,6005;0,06209999999999993;0,06719999999999993;0,03539999999999999;0,3012;0,05699999999999994;0,0695;0,03359999999999996
laplace;1;1;0,95;0,6005;6;0,03880000000000006;0,03739999999999999;0,03699999999999992;0,02440000000000009;0,40780000000000005;0,026900000000000035;0,020500000000000074;0,02750000000000008
laplace;1;1;0,95;0,6005;7;0,05030000000000001;0,04920000000000002;0,034499999999999975;0,04139999999999999;0,385;0,02870000000000006;0,030500000000000083;0,0393
laplace;1;1;0,95;0,6005;8;0,01440000000000008;0,012199999999999989;0,03749999999999998;0,008400000000000074;0,3435;0,0029000000000000137;0,0034999999999999476;0,02180000000000004
laplace;1;1;0,95;0,6005;9;0,0013000000000000789;0,01539999999999997;0,04630000000000001;0,0040999999999999925;0,35760000000000003;0,014100000000000001;0,013499999999999956;0,009300000000000086
laplace;1;2;0,05;0,0432;0;0,056999999999999995;0,0068000000000000005;0,14100000000000001;0,029400000000000003;0,0432;0,017799999999999996;0,0068000000000000005;0,0413
laplace;1;2;0,05;0,0432;1;0,0964;0,03409999999999999;0,2213;0,05009999999999999;0,0432;0,0732;0,046799999999999994;0,026500000000000003
laplace;1;2;0,05;0,0432;2;0,0799;0,0068000000000000005;0,2652;0,039400000000000004;0,0432;0,0077999999999999944;0,004200000000000002;0,0392
laplace;1;2;0,05;0,0432;3;0,496;0,0568;0,2938;0,0102;0,0431;0,0949;0,18369999999999997;0,019600000000000003
laplace;1;2;0,05;0,0432;4;0,5839;0,0068000000000000005;0,32239999999999996;0,024600000000000004;0,0419;0,13119999999999998;0,2752;0,037700000000000004
laplace;1;2;0,05;0,0432;5;0,08700000000000001;0,05639999999999999;0,2243;0,042300000000000004;0,0395;0,09399999999999999;0,0738;0,057999999999999996
laplace;1;2;0,05;0,0432;6;0,21599999999999997;0,052099999999999994;0,23859999999999998;0,0361;0,0432;0,028299999999999992;0,010799999999999997;0,036000000000000004
laplace;1;2;0,05;0,0432;7;0,056999999999999995;0,023499999999999993;0,09580000000000001;0,0347;0,0432;0,019199999999999995;0,011799999999999998;0,034600000000000006
laplace;1;2;0,05;0,0432;8;0,056999999999999995;0,007300000000000001;0,20240000000000002;0,010300000000000004;0,0432;0,0238;0,012799999999999999;0,004800000000000006
laplace;1;2;0,05;0,0432;9;0,2702;0,0068000000000000005;0,18630000000000002;0,011300000000000004;0,0432;0,007099999999999995;0,0102;0,009500000000000001
laplace;1;2;0,25;0,2162;0;0,0012000000000000066;0,0002999999999999947;0,06629999999999997;0,022199999999999998;0,1632;0,015399999999999997;0,004799999999999999;0,02099999999999999
laplace;1;2;0,25;0,2162;1;0,06169999999999998;0,05840000000000001;0,08179999999999998;0,043800000000000006;0,1481;0,08129999999999998;0,05880000000000002;0,04109999999999997
laplace;1;2;0,25;0,2162;2;0,054800000000000015;0,06670000000000001;0,0032000000000000084;0,0474;0,1719;0,022900000000000004;0,04519999999999999;0,04250000000000001
laplace;1;2;0,25;0,2162;3;0,09720000000000001;0,07669999999999999;0,1451;0,017199999999999993;0,1612;0,11349999999999999;0,04420000000000002;0,014300000000000007
laplace;1;2;0,25;0,2162;4;0,12080000000000002;0,03470000000000001;0,06869999999999998;0,09549999999999997;0,164;0,1129;0,028200000000000003;0,01200000000000001
laplace;1;2;0,25;0,2162;5;0,09720000000000001;0,09039999999999998;0,06819999999999998;0,1866;0,13369999999999999;0,1089;0,09179999999999999;0,024900000000000005
laplace;1;2;0,25;0,2162;6;0,03409999999999999;0,035900000000000015;0,04620000000000002;0,0338;0,16720000000000002;0,007300000000000001;0,012200000000000016;0,0345
laplace;1;2;0,25;0,2162;7;0,005599999999999994;0,01050000000000001;0,018100000000000005;0,027600000000000013;0,17170000000000002;0,007200000000000012;0,0232;0,027400000000000008
laplace;1;2;0,25;0,2162;8;0,00470000000000001;0,0032999999999999974;0,10599999999999998;0,011399999999999993;0,1487;0,0262;0,01780000000000001;0,009500000000000008
laplace;1;2;0,25;0,2162;9;0,002899999999999986;0,0002999999999999947;0,04930000000000001;0,027100000000000013;0,1542;0,0325;0,014800000000000008;0,025900000000000006
laplace;1;2;0,5;0,4323;0;0,023800000000000043;0,019600000000000006;0,003699999999999981;0,03640000000000004;0,2398;0,009199999999999986;0,005699999999999983;0,03670000000000001
laplace;1;2;0,5;0,4323;1;0,03249999999999997;0,03969999999999996;0,028700000000000003;0,019600000000000006;0,21400000000000002;0,06140000000000001;0,05469999999999997;0,03909999999999997
laplace;1;2;0,5;0,4323;2;0,063;0,0605;0,017199999999999993;0,0403;0,2548;0,0040000000000000036;0,0353;0,04820000000000002
laplace;1;2;0,5;0,4323;3;0,07640000000000002;0,0968;0,10089999999999999;0,06309999999999999;0,2272;0,08619999999999994;0,060699999999999976;0,002599999999999991
laplace;1;2;0,5;0,4323;4;0,04909999999999998;0,07630000000000003;0,05149999999999999;0,06330000000000002;0,23390000000000002;0,09079999999999999;0,03370000000000001;0,06030000000000002
laplace;1;2;0,5;0,4323;5;0,04909999999999998;0,06659999999999999;0,0676;0,04099999999999998;0,18520000000000003;0,07909999999999995;0,07069999999999999;0,022299999999999986
laplace;1;2;0,5;0,4323;6;0,052600000000000036;0,04970000000000002;0,04109999999999997;0,05349999999999999;0,2459;0,015000000000000013;0,023300000000000043;0,0499
laplace;1;2;0,5;0,4323;7;0,023800000000000043;0,019600000000000006;0,010399999999999965;0,0116;0,2424;0,0021999999999999797;0,012300000000000033;0,016199999999999992
laplace;1;2;0,5;0,4323;8;0,011099999999999999;0,006300000000000028;0,008299999999999974;0,023800000000000043;0,20720000000000002;0,029700000000000004;0,017699999999999994;0,02240000000000003
laplace;1;2;0,5;0,4323;9;0,0025000000000000022;0,008000000000000007;0,0013999999999999568;0,032200000000000006;0,21930000000000002;0,032200000000000006;0,018699999999999994;0,040100000000000025
laplace;1;2;0,75;0,6485;0;0,021399999999999975;0,017799999999999927;0,0014999999999999458;0,013299999999999979;0,27349999999999997;0,010800000000000032;0,011500000000000066;0,011299999999999977
laplace;1;2;0,75;0,6485;1;0,025600000000000067;0,031200000000000006;0,04870000000000008;0,02540000000000009;0,237;0,03600000000000003;0,03650000000000009;0,019100000000000006
laplace;1;2;0,75;0,6485;2;0,035699999999999954;0,017799999999999927;0,018399999999999972;0,01849999999999996;0,29679999999999995;0,005900000000000016;0,045499999999999985;0,018299999999999983
laplace;1;2;0,75;0,6485;3;0,025600000000000067;0,06830000000000003;0,032299999999999995;0,06130000000000002;0,25249999999999995;0,045700000000000074;0,044499999999999984;0,03550000000000009
laplace;1;2;0,75;0,6485;4;0,025600000000000067;0,06830000000000003;0,026800000000000046;0,07450000000000001;0,27449999999999997;0,04139999999999999;0,04349999999999998;0,011699999999999933
laplace;1;2;0,75;0,6485;5;0,04290000000000005;0,04930000000000001;0,04580000000000006;0,03410000000000002;0,2148;0,04400000000000004;0,058499999999999996;0,027900000000000036
laplace;1;2;0,75;0,6485;6;0,035699999999999954;0,03259999999999996;0,03869999999999996;0,03849999999999998;0,27659999999999996;0,007000000000000006;0,010499999999999954;0,05899999999999994
laplace;1;2;0,75;0,6485;7;0,021399999999999975;0,017799999999999927;0,00040000000000006697;0,022499999999999964;0,26919999999999994;0,0044999999999999485;0,005499999999999949;0,01859999999999995
laplace;1;2;0,75;0,6485;8;0,00649999999999995;0,0021999999999999797;0,0038000000000000256;0,011399999999999966;0,22409999999999997;0,024600000000000066;0,02750000000000008;0,02279999999999993
laplace;1;2;0,75;0,6485;9;0,00649999999999995;0,014100000000000001;0,0023999999999999577;0,009699999999999931;0,23959999999999998;0,016900000000000026;0,023500000000000076;0,03720000000000001
laplace;1;2;0,95;0,8214;0;0,0041999999999999815;0,00880000000000003;0,008399999999999963;0,0038000000000000256;0,28690000000000004;0,009000000000000008;0,005400000000000071;0,016700000000000048
laplace;1;2;0,95;0,8214;1;0,0041999999999999815;0,00880000000000003;0,01739999999999997;0,007900000000000018;0,24770000000000003;0,0007000000000000339;0,01859999999999995;0,008000000000000007
laplace;1;2;0,95;0,8214;2;0,028200000000000003;0,016700000000000048;0,01550000000000007;0,008900000000000019;0,2995;0,03249999999999997;0,03759999999999997;0,017100000000000004
laplace;1;2;0,95;0,8214;3;0,021399999999999975;0,06479999999999997;0,010500000000000065;0,07750000000000001;0,26080000000000003;0,025399999999999978;0,11949999999999994;0,0041999999999999815
laplace;1;2;0,95;0,8214;4;0,04859999999999998;0,06479999999999997;0,018000000000000016;0,07769999999999999;0,2843;0,04349999999999998;0,12070000000000003;0,07950000000000002
laplace;1;2;0,95;0,8214;5;0,021399999999999975;0,03589999999999993;0,02310000000000001;0,02079999999999993;0,2187;0,0045999999999999375;0,02959999999999996;0,010299999999999976
laplace;1;2;0,95;0,8214;6;0,0041999999999999815;0,00880000000000003;0,01980000000000004;0,019399999999999973;0,2853;0,00990000000000002;0,00759999999999994;0,02960000000000007
laplace;1;2;0,95;0,8214;7;0,0041999999999999815;0,00880000000000003;0,00990000000000002;0,010700000000000043;0,2884;0,028800000000000048;0,02939999999999998;0,021600000000000064
laplace;1;2;0,95;0,8214;8;0,0041999999999999815;0,00880000000000003;0,006900000000000017;0,005600000000000049;0,23570000000000002;0,0032999999999999696;0,010599999999999943;0,01750000000000007
laplace;1;2;0,95;0,8214;9;0,0041999999999999815;0,00880000000000003;0,00880000000000003;0,0011999999999999789;0,2538;0,0050000000000000044;0,0044000000000000705;0,0030000000000000027
laplace;1;4;0,05;0,0491;0;0,0511;0,007200000000000005;0,1924;0,0058;0,046099999999999995;0,0298;0,0249;0,001799999999999996
laplace;1;4;0,05;0,0491;1;0,09659999999999999;0,03880000000000001;0,1051;0,0274;0,044899999999999995;0,0829;0,06989999999999999;0,0092
laplace;1;4;0,05;0,0491;2;0,06609999999999999;0,0341;0,2589;0,012400000000000001;0,0426;0,0483;0,036899999999999995;0,0077000000000000055
laplace;1;4;0,05;0,0491;3;0,5011;0,060000000000000005;0,26420000000000005;0,0022999999999999965;0,043;0,1134;0,014099999999999994;0,0011000000000000038
laplace;1;4;0,05;0,0491;4;0,4323;0,000900000000000005;0,325;0,004899999999999995;0,040799999999999996;0,1389;0,0401;0,000899999999999998
laplace;1;4;0,05;0,0491;5;0,08499999999999999;0,055700000000000006;0,1222;0,053399999999999996;0,0294;0,1061;0,0799;0,06670000000000001
laplace;1;4;0,05;0,0491;6;0,1023;0,047900000000000005;0,07270000000000001;0,008300000000000002;0,0435;0,0593;0,036899999999999995;0,008400000000000005
laplace;1;4;0,05;0,0491;7;0,06409999999999999;0,047900000000000005;0,0806;0,022399999999999996;0,045399999999999996;0,0676;0,0589;0,047400000000000005
laplace;1;4;0,05;0,0491;8;0,0511;0,0254;0,10949999999999999;0,0102;0,045599999999999995;0,0333;0,022899999999999997;0,015599999999999996
laplace;1;4;0,05;0,0491;9;0,0511;0,0030000000000000027;0,1298;0,0143;0,0353;0,038200000000000005;0,021899999999999996;0,016099999999999996
laplace;1;4;0,25;0,2454;0;0,008900000000000019;0,01040000000000002;0,06290000000000001;0,007300000000000001;0,10420000000000001;0,057699999999999974;0,04959999999999998;0,00520000000000001
laplace;1;4;0,25;0,2454;1;0,044399999999999995;0,04749999999999999;0,0842;0,01479999999999998;0,0865;0,08550000000000002;0,0736;0,010099999999999998
laplace;1;4;0,25;0,2454;2;0,006900000000000017;0,003700000000000009;0,1437;0,0014000000000000123;0,08810000000000001;0,06740000000000002;0,05259999999999998;0,0015000000000000013
laplace;1;4;0,25;0,2454;3;0,05080000000000001;0,06119999999999998;0,07639999999999997;0,010099999999999998;0,10200000000000001;0,1013;0,007400000000000018;0,03149999999999997
laplace;1;4;0,25;0,2454;4;0,02410000000000001;0,029200000000000004;0,048699999999999966;0,0040000000000000036;0,10170000000000001;0,07569999999999999;0,008400000000000019;0,015600000000000003
laplace;1;4;0,25;0,2454;5;0,07939999999999997;0,08849999999999997;0,07600000000000001;0,035999999999999976;0,08130000000000001;0,0983;0,09260000000000002;0,04099999999999998
laplace;1;4;0,25;0,2454;6;0,013799999999999979;0,015500000000000014;0,0237;0,013899999999999968;0,08050000000000002;0,08239999999999997;0,0696;0,011699999999999988
laplace;1;4;0,25;0,2454;7;0,018899999999999972;0,020799999999999985;0,03949999999999998;0,008099999999999996;0,10500000000000001;0,06509999999999999;0,05459999999999998;0,0063
laplace;1;4;0,25;0,2454;8;0,018899999999999972;0,018100000000000005;0,05130000000000001;0,012799999999999978;0,07150000000000001;0,06529999999999997;0,059599999999999986;0,013600000000000001
laplace;1;4;0,25;0,2454;9;0,0041999999999999815;0,005500000000000005;0,05519999999999997;0,007400000000000018;0,06440000000000001;0,059199999999999975;0,04959999999999998;0,01050000000000001
laplace;1;4;0,5;0,4908;0;0,00940000000000002;0,0012000000000000344;0,03720000000000001;0,006400000000000017;0,12470000000000003;0,04149999999999998;0,03620000000000001;0,00990000000000002
laplace;1;4;0,5;0,4908;1;0,017900000000000027;0,017800000000000038;0,015199999999999991;0,005699999999999983;0,10120000000000001;0,06279999999999997;0,06669999999999998;0,02429999999999999
laplace;1;4;0,5;0,4908;2;0,03390000000000004;0,027100000000000013;0,030000000000000027;0,015100000000000002;0,1139;0,0343;0,03320000000000001;0,014300000000000035
laplace;1;4;0,5;0,4908;3;0,027699999999999947;0,0605;0,03959999999999997;0,003500000000000003;0,1159;0,0817;0,09709999999999996;0,0024000000000000132
laplace;1;4;0,5;0,4908;4;0,008500000000000008;0,04910000000000003;0,030000000000000027;0,002799999999999969;0,1104;0,04810000000000003;0,020199999999999996;0,003899999999999959
laplace;1;4;0,5;0,4908;5;0,037899999999999934;0,04910000000000003;0,041100000000000025;0,021399999999999975;0,09110000000000001;0,06679999999999997;0,06320000000000003;0,037799999999999945
laplace;1;4;0,5;0,4908;6;0,017800000000000038;0,010199999999999987;0,04239999999999999;0,0027000000000000357;0,10830000000000001;0,04300000000000004;0,043200000000000016;0,010099999999999998
laplace;1;4;0,5;0,4908;7;0,00940000000000002;0,0012000000000000344;0,02949999999999997;0,006700000000000039;0,1159;0,0484;0,04420000000000002;0,006599999999999995
laplace;1;4;0,5;0,4908;8;0,0005999999999999894;0,0012000000000000344;0,07630000000000003;0,0043999999999999595;0,08250000000000002;0,05359999999999998;0,04410000000000003;0,004699999999999982
laplace;1;4;0,5;0,4908;9;0,00940000000000002;0,0012000000000000344;0,09870000000000001;0,009800000000000031;0,07530000000000003;0,04410000000000003;0,02279999999999993;0,022599999999999953
laplace;1;4;0,75;0,7363;0;0,007499999999999951;0,0007000000000000339;0,0007999999999999119;0,009499999999999953;0,12219999999999998;0,014700000000000046;0,016700000000000048;0,01749999999999996
laplace;1;4;0,75;0,7363;1;0,012800000000000034;0,02190000000000003;0,005700000000000038;0,0026999999999999247;0,1006999999999999;0,031000000000000028;0,03170000000000006;0,011800000000000033
laplace;1;4;0,75;0,7363;2;0,026699999999999946;0,0007000000000000339;0,010600000000000054;0,016599999999999948;0,1167999999999999;0,0039000000000000146;0,03600000000000003;0,020999999999999908
laplace;1;4;0,75;0,7363;3;0,012800000000000034;0,02190000000000003;0,009299999999999975;0,011299999999999977;0,12319999999999998;0,023400000000000087;0,007299999999999973;0,0012000000000000899
laplace;1;4;0,75;0,7363;4;0,012800000000000034;0,044500000000000095;0,0030000000000000027;9,999999999998899e-05;0,11669999999999991;0,020000000000000018;0,016700000000000048;0,0032999999999999696
laplace;1;4;0,75;0,7363;5;0,012800000000000034;0,02190000000000003;0,021199999999999997;0,005900000000000016;0,1006999999999999;0,025000000000000022;0,027700000000000058;0,008500000000000063
laplace;1;4;0,75;0,7363;6;0,026699999999999946;0,0007000000000000339;0,022500000000000075;0,01649999999999996;0,11019999999999996;0,019300000000000095;0,022700000000000053;0,005199999999999982
laplace;1;4;0,75;0,7363;7;0,007499999999999951;0,0007000000000000339;0,0007000000000000339;0,0007000000000000339;0,1127999999999999;0,0243000000000001;0,023700000000000054;0,009400000000000075
laplace;1;4;0,75;0,7363;8;0,007499999999999951;0,0007000000000000339;0,000500000000000056;0,0040000000000000036;0,09089999999999998;0,02540000000000009;0,026700000000000057;0,00649999999999995
laplace;1;4;0,75;0,7363;9;0,007499999999999951;0,0007000000000000339;0,02190000000000003;0,010699999999999932;0,08629999999999993;0,024800000000000044;0,014800000000000035;0,011399999999999966
laplace;1;4;0,95;0,9326;0;0,0024999999999999467;0,01770000000000005;0,03200000000000003;0,008599999999999941;0,12309999999999999;0,04679999999999995;0,0044000000000000705;0,0037000000000000366
laplace;1;4;0,95;0,9326;1;0,0024999999999999467;0,01770000000000005;0,042200000000000015;0,0025000000000000577;0,10809999999999997;0,04610000000000003;0,0034000000000000696;0,0032999999999999696
laplace;1;4;0,95;0,9326;2;0,0024999999999999467;0,01770000000000005;0,011499999999999955;0,01200000000000001;0,11860000000000004;0,03389999999999993;0,0484;0,012399999999999967
laplace;1;4;0,95;0,9326;3;0,0024999999999999467;0,01770000000000005;0,04599999999999993;0,006500000000000061;0,11960000000000004;0,06459999999999999;0,038900000000000046;0,0020000000000000018
laplace;1;4;0,95;0,9326;4;0,0024999999999999467;0,01770000000000005;0,0363;0,010399999999999965;0,11729999999999996;0,0736;0,04139999999999999;0,01319999999999999
laplace;1;4;0,95;0,9326;5;0,0024999999999999467;0,01770000000000005;0,0040999999999999925;0,0034000000000000696;0,09809999999999997;0,05359999999999998;0,013399999999999967;0,0026000000000000467
laplace;1;4;0,95;0,9326;6;0,0024999999999999467;0,01770000000000005;0,023799999999999932;0,005299999999999971;0,11149999999999993;0,04179999999999995;0,007399999999999962;0,0038000000000000256
laplace;1;4;0,95;0,9326;7;0,0024999999999999467;0,01770000000000005;0,020000000000000018;0,0017000000000000348;0,11849999999999994;0,05799999999999994;0,05740000000000001;0,0004999999999999449
laplace;1;4;0,95;0,9326;8;0,0024999999999999467;0,01770000000000005;0,016199999999999992;0,0050000000000000044;0,09839999999999993;0,05720000000000003;0,014599999999999946;0,0037000000000000366
laplace;1;4;0,95;0,9326;9;0,0024999999999999467;0,01770000000000005;0,010699999999999932;0,006199999999999983;0,08940000000000003;0,027599999999999958;0,011900000000000022;0,0047000000000000375
laplace;2;0;0,05;0,025;0;0,2367;0,025;0,3797;0,004100000000000003;0,025;0,0167;0,002999999999999999;0,004
laplace;2;0;0,05;0,025;1;0,35469999999999996;0,025;0,3071;0,023600000000000003;0,025;0,0394;0,023;0,0241
laplace;2;0;0,05;0,025;2;0,1434;0,025;0,502;0,023100000000000002;0,025;0,0457;0,028999999999999998;0,022600000000000002
laplace;2;0;0,05;0,025;3;0,5036999999999999;0,0501;0,43429999999999996;0,0181;0,025;0,016399999999999998;0,047400000000000005;0,017300000000000003
laplace;2;0;0,05;0,025;4;0,5487;0,025;0,6828;0,0246;0,025;0,09179999999999999;0,1199;0,0246
laplace;2;0;0,05;0,025;5;0,07519999999999999;0,025;0,1144;0,009500000000000001;0,025;0,0588;0,051;0,0122
laplace;2;0;0,05;0,025;6;0,23929999999999998;0,11200000000000002;0,05909999999999999;0,009400000000000002;0,025;0,07089999999999999;0,053;0,009300000000000003
laplace;2;0;0,05;0,025;7;0,07519999999999999;0,0351;0,1626;0,025;0,0221;0,0668;0,055;0,028699999999999996
laplace;2;0;0,05;0,025;8;0,3162;0,0303;0,1504;0,0015999999999999973;0,025;0,0298;0,017;0,00040000000000000105
laplace;2;0;0,05;0,025;9;0,3162;0,025;0,31079999999999997;0,0121;0,025;0,0371;0,0;0,014600000000000002
laplace;2;0;0,25;0,125;0;0,0233;0,032799999999999996;0,1678;0,0466;0,1158;0,005500000000000005;0,007999999999999993;0,0484
laplace;2;0;0,25;0,125;1;0,0013999999999999985;0,036500000000000005;0,0102;0,044700000000000004;0,1201;0,011300000000000004;0,013999999999999999;0,045700000000000005
laplace;2;0;0,25;0,125;2;0,0009000000000000119;0,016299999999999995;0,03040000000000001;0,0218;0,1197;0,0012999999999999956;0,0030000000000000027;0,0359
laplace;2;0;0,25;0,125;3;0,2897;0,005500000000000005;0,1023;0,0815;0,1244;0,039400000000000004;0,054000000000000006;0,0808
