dataset;ds;dmu;alpha;cons_alpha;random_state;KM_1;KM_2;baseline_dedpul;dedpul;e1_en;e3_en;em_en;random_dedpul
laplace;2;0;0,25;0,125;4;0,2962;0,075;0,14190000000000003;0,08990000000000001;0,125;0,0542;0,057999999999999996;0,0755
laplace;2;0;0,25;0,125;5;0,017600000000000005;0,0009000000000000119;0,005599999999999994;0,0097;0,1126;0,024999999999999994;0,01899999999999999;0,0408
laplace;2;0;0,25;0,125;6;0,028100000000000014;0,0021000000000000046;0,0718;0,0068000000000000005;0,1138;0,010199999999999987;0,006000000000000005;0,030799999999999994
laplace;2;0;0,25;0,125;7;0,023900000000000005;0,009200000000000014;0,01880000000000001;0,007999999999999993;0,1026;0,03839999999999999;0,031;0,0286
laplace;2;0;0,25;0,125;8;0,00520000000000001;0,004900000000000002;0,08249999999999999;0,0116;0,1098;0,007200000000000012;0,0010000000000000009;0,010599999999999998
laplace;2;0;0,25;0,125;9;0,018500000000000003;0,031799999999999995;0,061700000000000005;0,0237;0,1084;0,004599999999999993;0,010999999999999996;0,033299999999999996
laplace;2;0;0,5;0,25;0;0,060200000000000004;0,06589999999999999;0,03739999999999999;0,0562;0,1927;0,0189;0,026999999999999996;0,0937
laplace;2;0;0,5;0,25;1;0,06670000000000001;0,0802;0,06670000000000001;0,067;0,2099;0,04119999999999999;0,04999999999999999;0,06659999999999999
laplace;2;0;0,5;0,25;2;0,05610000000000001;0,06720000000000001;0,03950000000000001;0,061200000000000004;0,2077;0,025499999999999995;0,04200000000000001;0,0769
laplace;2;0;0,5;0,25;3;0,1059;0,11149999999999999;0,07050000000000001;0,10669999999999999;0,2207;0,0723;0,091;0,1104
laplace;2;0;0,5;0,25;4;0,1059;0,12110000000000001;0,09179999999999999;0,1482;0,2299;0,0837;0,09;0,149
laplace;2;0;0,5;0,25;5;0,0411;0,05049999999999999;0,015699999999999992;0,022999999999999993;0,1945;0,005700000000000011;0,014000000000000012;0,037099999999999994
laplace;2;0;0,5;0,25;6;0,03939999999999999;0,04899999999999999;0,03649999999999998;0,008000000000000007;0,1971;0,012300000000000005;0,016999999999999987;0,028700000000000003
laplace;2;0;0,5;0,25;7;0,03259999999999999;0,0393;0,0030999999999999917;0,020100000000000007;0,18530000000000002;0,005599999999999994;0,0030000000000000027;0,0343
laplace;2;0;0,5;0,25;8;0,04580000000000001;0,05199999999999999;0,031799999999999995;0,016999999999999987;0,1913;0,02679999999999999;0,031;0,007200000000000012
laplace;2;0;0,5;0,25;9;0,07269999999999999;0,07450000000000001;0,010199999999999987;0,04749999999999999;0,18080000000000002;0,02429999999999999;0,031;0,027400000000000008
laplace;2;0;0,75;0,375;0;0,11070000000000002;0,11409999999999998;0,054400000000000004;0,046499999999999986;0,2615;0,05149999999999999;0,06;0,07140000000000002
laplace;2;0;0,75;0,375;1;0,1254;0,131;0,0731;0,09549999999999997;0,2835;0,07740000000000002;0,08700000000000002;0,09639999999999999
laplace;2;0;0,75;0,375;2;0,11580000000000001;0,12159999999999999;0,09289999999999998;0,09300000000000003;0,2704;0,04859999999999998;0,05299999999999999;0,08379999999999999
laplace;2;0;0,75;0,375;3;0,375;0,1609;0,1345;0,157;0,3006;0,09660000000000002;0,10699999999999998;0,157
laplace;2;0;0,75;0,375;4;0,1541;0,1643;0,08729999999999999;0,10980000000000001;0,30820000000000003;0,10070000000000001;0,11399999999999999;0,0923
laplace;2;0;0,75;0,375;5;0,10270000000000001;0,10880000000000001;0,016000000000000014;0,0373;0,2622;0,04670000000000002;0,04899999999999999;0,05719999999999997
laplace;2;0;0,75;0,375;6;0,09999999999999998;0,1033;0,0262;0,0474;0,2691;0,0534;0,07;0,047099999999999975
laplace;2;0;0,75;0,375;7;0,0852;0,08529999999999999;0,031000000000000028;0,031000000000000028;0,2583;0,02839999999999998;0,032999999999999974;0,045999999999999985
laplace;2;0;0,75;0,375;8;0,09999999999999998;0,1033;0,07319999999999999;0,07700000000000001;0,2647;0,04780000000000001;0,046999999999999986;0,06730000000000003
laplace;2;0;0,75;0,375;9;0,12309999999999999;0,12409999999999999;0,06109999999999999;0,0973;0,2552;0,0514;0,04999999999999999;0,0746
laplace;2;0;0,95;0,475;0;0,16159999999999997;0,16099999999999998;0,1013;0,10099999999999998;0,30899999999999994;0,06949999999999995;0,06899999999999995;0,09649999999999997
laplace;2;0;0,95;0,475;1;0,17209999999999998;0,1754;0,12429999999999997;0,124;0,3356;0,11099999999999999;0,11399999999999999;0,10199999999999998
laplace;2;0;0,95;0,475;2;0,05379999999999996;0,04899999999999999;0,10629999999999995;0,129;0,3208;0,0771;0,07999999999999996;0,05559999999999998
laplace;2;0;0,95;0,475;3;0,475;0,20039999999999997;0,1431;0,1599;0,35719999999999996;0,13019999999999998;0,13899999999999996;0,17149999999999999
laplace;2;0;0,95;0,475;4;0,475;0,2061;0,15309999999999996;0,15399999999999997;0,3599;0,1174;0,124;0,14189999999999997
laplace;2;0;0,95;0,475;5;0,047099999999999975;0,04899999999999999;0,06409999999999999;0,064;0,31279999999999997;0,07169999999999999;0,07599999999999996;0,05839999999999995
laplace;2;0;0,95;0,475;6;0,05379999999999996;0,04899999999999999;0,10629999999999995;0,10599999999999998;0,30979999999999996;0,06889999999999996;0,07299999999999995;0,10219999999999996
laplace;2;0;0,95;0,475;7;0,018100000000000005;0,019399999999999973;0,07769999999999999;0,07799999999999996;0,2995;0,05689999999999995;0,062;0,06999999999999995
laplace;2;0;0,95;0,475;8;0,04019999999999996;0,04189999999999999;0,11019999999999996;0,10999999999999999;0,3136;0,08199999999999996;0,08499999999999996;0,030299999999999994
laplace;2;0;0,95;0,475;9;0,16519999999999996;0,16469999999999996;0,10139999999999999;0,11829999999999996;0,3015;0,07329999999999998;0,08099999999999996;0,11779999999999996
laplace;4;0;0,05;0,0375;0;0,28340000000000004;0,012500000000000004;0,21;0,006100000000000001;0,0375;0,025299999999999996;0,0085;0,00030000000000000165
laplace;4;0;0,05;0,0375;1;0,3219;0,012500000000000004;0,19519999999999998;0,0156;0,0375;0,0347;0,0225;0,011299999999999998
laplace;4;0;0,05;0,0375;2;0,1114;0,012500000000000004;0,1306;0,0243;0,0368;0,05380000000000001;0,0395;0,0225
laplace;4;0;0,05;0,0375;3;0,5617;0,0452;0,22390000000000002;0,023899999999999998;0,0375;0,0013999999999999985;0,0195;0,0219
laplace;4;0;0,05;0,0375;4;0,5617;0,012500000000000004;0,1557;0,022;0,0375;0,022200000000000004;0,0365;0,0179
laplace;4;0;0,05;0,0375;5;0,0627;0,027699999999999995;0,07339999999999999;0,0221;0,0375;0,0603;0,0525;0,021900000000000003
laplace;4;0;0,05;0,0375;6;0,2493;0,126;0,0718;0,003500000000000003;0,0375;0,07450000000000001;0,0165;0,0025000000000000022
laplace;4;0;0,05;0,0375;7;0,06739999999999999;0,0434;0,0812;0,0208;0,0355;0,061900000000000004;0,0565;0,029100000000000008
laplace;4;0;0,05;0,0375;8;0,0627;0,012500000000000004;0,14859999999999998;0,03780000000000001;0,037399999999999996;0,0423;0,03250000000000001;0,0357
laplace;4;0;0,05;0,0375;9;0,33690000000000003;0,012500000000000004;0,1898;0,010000000000000002;0,0364;0,0355;0,0175;0,0102
laplace;4;0;0,25;0,1875;0;0,0169;0,021999999999999992;0,0040000000000000036;0,017699999999999994;0,1211;0,03209999999999999;0,0295;0,01780000000000001
laplace;4;0;0,25;0,1875;1;0,0029000000000000137;0,015500000000000014;0,003500000000000003;0,016499999999999987;0,1431;0,012800000000000006;0,003500000000000003;0,020600000000000007
laplace;4;0;0,25;0,1875;2;0,0002999999999999947;0,01200000000000001;0,025999999999999995;0,0;0,1293;0,037599999999999995;0,035500000000000004;0,020100000000000007
laplace;4;0;0,25;0,1875;3;0,1875;0,053299999999999986;0,021199999999999997;0,053299999999999986;0,1423;0,010699999999999987;0,028499999999999998;0,04169999999999999
laplace;4;0;0,25;0,1875;4;0,065;0,0706;0,015399999999999997;0,0829;0,1383;0,006599999999999995;0,01150000000000001;0,0752
laplace;4;0;0,25;0,1875;5;0,0121;0,00470000000000001;0,023400000000000004;0,008099999999999996;0,1162;0,04830000000000001;0,04150000000000001;0,029700000000000004
laplace;4;0;0,25;0,1875;6;0,018199999999999994;0,007500000000000007;0,0479;0,03;0,1202;0,05230000000000001;0,038500000000000006;0,04819999999999999
laplace;4;0;0,25;0,1875;7;0,013600000000000001;0,006099999999999994;0,07429999999999998;0,0022999999999999965;0,1124;0,049600000000000005;0,04050000000000001;0,007599999999999996
laplace;4;0;0,25;0,1875;8;0,0050000000000000044;0,0019000000000000128;0,043300000000000005;0,015300000000000008;0,1119;0,03609999999999999;0,028499999999999998;0,014800000000000008
laplace;4;0;0,25;0,1875;9;0,021100000000000008;0,023999999999999994;0,06259999999999999;0,022199999999999998;0,1101;0,03090000000000001;0,02049999999999999;0,007200000000000012
laplace;4;0;0,5;0,375;0;0,0721;0,07190000000000002;0,04520000000000002;0,044999999999999984;0,1922;0,00019999999999997797;0,006000000000000005;0,04530000000000001
laplace;4;0;0,5;0,375;1;0,08200000000000002;0,0821;0,017100000000000004;0,05620000000000003;0,2103;0,011099999999999999;0,015000000000000013;0,05199999999999999
laplace;4;0;0,5;0,375;2;0,07879999999999998;0,07869999999999999;0,0358;0,035999999999999976;0,1989;0,008000000000000007;0,0020000000000000018;0,004599999999999993
laplace;4;0;0,5;0,375;3;0,10549999999999998;0,10610000000000003;0,05609999999999998;0,0933;0,2066;0,034999999999999976;0,045999999999999985;0,09510000000000002
laplace;4;0;0,5;0,375;4;0,10549999999999998;0,10880000000000001;0,05349999999999999;0,0766;0,2224;0,022399999999999975;0,028000000000000025;0,04909999999999998
laplace;4;0;0,5;0,375;5;0,06869999999999998;0,06840000000000002;0,027200000000000002;0,031000000000000028;0,1837;0,018799999999999983;0,015000000000000013;0,009799999999999975
laplace;4;0;0,5;0,375;6;0,06159999999999999;0,061;0,027700000000000002;0,028000000000000025;0,1904;0,016699999999999993;0,013000000000000012;0,02200000000000002
laplace;4;0;0,5;0,375;7;0,06159999999999999;0,05719999999999997;0,02579999999999999;0,026000000000000023;0,1864;0,013600000000000001;0,0030000000000000027;0,004500000000000004
laplace;4;0;0,5;0,375;8;0,06159999999999999;0,061;0,01429999999999998;0,0338;0,1934;0,0041999999999999815;0,007000000000000006;0,040600000000000025
laplace;4;0;0,5;0,375;9;0,07879999999999998;0,07869999999999999;0,0005999999999999894;0,04349999999999998;0,1802;0,005400000000000016;0,0010000000000000009;0,020100000000000007
laplace;4;0;0,75;0,5625;0;0,06319999999999998;0,05389999999999995;0,07279999999999998;0,07550000000000001;0,24619999999999997;0,04310000000000003;0,05249999999999999;0,04500000000000004
laplace;4;0;0,75;0,5625;1;0,05379999999999996;0,05389999999999995;0,06869999999999998;0,06979999999999997;0,2661;0,04420000000000002;0,04949999999999999;0,041100000000000025
laplace;4;0;0,75;0,5625;2;0,06319999999999998;0,05389999999999995;0,09970000000000001;0,09949999999999998;0,2654;0,04410000000000003;0,046499999999999986;0,05249999999999999
laplace;4;0;0,75;0,5625;3;0,0811;0,07290000000000002;0,1089;0,10849999999999999;0,2822;0,0625;0,0625;0,0731
laplace;4;0;0,75;0,5625;4;0,06319999999999998;0,06359999999999999;0,043399999999999994;0,06380000000000002;0,2789;0,05449999999999999;0,057499999999999996;0,044499999999999984
laplace;4;0;0,75;0,5625;5;0,04400000000000004;0,04390000000000005;0,0675;0,07050000000000001;0,2503;0,03820000000000001;0,03849999999999998;0,04069999999999996
laplace;4;0;0,75;0,5625;6;0,03380000000000005;0,033399999999999985;0,03959999999999997;0,048900000000000055;0,2379;0,01539999999999997;0,013499999999999956;0,015499999999999958
laplace;4;0;0,75;0,5625;7;0,023299999999999987;0,011199999999999988;0,028100000000000014;0,033499999999999974;0,2339;0,02310000000000001;0,02949999999999997;0,009800000000000031
laplace;4;0;0,75;0,5625;8;0,04400000000000004;0,04390000000000005;0,038799999999999946;0,1215;0,24719999999999998;0,03359999999999996;0,033499999999999974;0,023800000000000043
laplace;4;0;0,75;0,5625;9;0,07229999999999998;0,06359999999999999;0,05349999999999999;0,08460000000000001;0,23559999999999998;0,0373;0,03749999999999998;0,03500000000000003
laplace;4;0;0,95;0,7125;0;0,08540000000000003;0,08179999999999998;0,09720000000000006;0,10050000000000003;0,28540000000000004;0,07169999999999999;0,07450000000000001;0,05190000000000006
laplace;4;0;0,95;0,7125;1;0,09970000000000001;0,08179999999999998;0,0968;0,09650000000000003;0,3149;0,0928;0,09250000000000003;0,09310000000000007
laplace;4;0;0,95;0,7125;2;0,7125;0,08179999999999998;0,11930000000000007;0,11950000000000005;0,3053;0,08100000000000007;0,07650000000000001;0,054200000000000026
laplace;4;0;0,95;0,7125;3;0,7125;0,09660000000000002;0,09040000000000004;0,09250000000000003;0,33180000000000004;0,1058;0,10850000000000004;0,12450000000000006
laplace;4;0;0,95;0,7125;4;0,09970000000000001;0,09660000000000002;0,10340000000000005;0,10350000000000004;0,3206;0,0847;0,09150000000000003;0,06810000000000005
laplace;4;0;0,95;0,7125;5;0,7125;0,06620000000000004;0,0897;0,08950000000000002;0,2912;0,07369999999999999;0,07650000000000001;0,04959999999999998
laplace;4;0;0,95;0,7125;6;0,07050000000000001;0,06620000000000004;0,08530000000000004;0,08550000000000002;0,2828;0,0605;0,056499999999999995;0,07490000000000008
laplace;4;0;0,95;0,7125;7;0,07050000000000001;0,06620000000000004;0,05600000000000005;0,056499999999999995;0,27690000000000003;0,06259999999999999;0,0615;0,055499999999999994
laplace;4;0;0,95;0,7125;8;0,07050000000000001;0,06620000000000004;0,08250000000000002;0,08250000000000002;0,28600000000000003;0,07640000000000002;0,07650000000000001;0,07250000000000001
laplace;4;0;0,95;0,7125;9;0,08540000000000003;0,08179999999999998;0,049900000000000055;0,07030000000000003;0,2795;0,06730000000000003;0,0655;0,05940000000000001
normal;1;1;0,05;0,05;0;0,592;0,022400000000000003;0,1623;0,008800000000000002;0,05;0,0466;0,008;0,002800000000000004
normal;1;1;0,05;0,05;1;0,062299999999999994;0,003999999999999997;0,11309999999999999;0,007300000000000001;0,0497;0,0451;0,025999999999999995;0,008600000000000003
normal;1;1;0,05;0,05;2;0,3143;0,0;0,5429999999999999;0,049600000000000005;0,05;0,02149999999999999;0,0006999999999999992;0,049
normal;1;1;0,05;0,05;3;0,1804;0,0002999999999999947;0,1745;0,0239;0,0497;0,030100000000000002;0,012999999999999998;0,029900000000000003
normal;1;1;0,05;0,05;4;0,2634;0,0;0,2782;0,0408;0,0454;0,09280000000000001;0,1128;0,03900000000000001
normal;1;1;0,05;0,05;5;0,1784;0,0;0,17609999999999998;0,0471;0,05;0,014500000000000006;0,029;0,042
normal;1;1;0,05;0,05;6;0,050199999999999995;0,0;0,12319999999999999;0,020100000000000003;0,05;0,012700000000000003;0,0040000000000000036;0,020100000000000003
normal;1;1;0,05;0,05;7;0,3047;0,0777;0,2178;0,046900000000000004;0,05;0,00020000000000000573;0,023000000000000003;0,0403
normal;1;1;0,05;0,05;8;0,050199999999999995;0,0;0,23610000000000003;0,006899999999999996;0,0499;0,0392;0,016;0,003799999999999998
normal;1;1;0,05;0,05;9;0,050199999999999995;0,0;0,2273;0,040400000000000005;0,05;0,039599999999999996;0,008999999999999994;0,038400000000000004
normal;1;1;0,25;0,25;0;0,006699999999999984;0,028700000000000003;0,015500000000000014;0,1175;0,2114;0,006599999999999995;0,096;0,1134
normal;1;1;0,25;0,25;1;0,016900000000000026;0,003799999999999998;0,026499999999999996;0,046999999999999986;0,2117;0,006099999999999994;0,01100000000000001;0,0811
normal;1;1;0,25;0,25;2;0,06540000000000001;0,174;0,0658;0,1976;0,2445;0,05840000000000001;0,159;0,1883
normal;1;1;0,25;0,25;3;0,0378;0,04899999999999999;9,999999999998899e-05;0,08349999999999999;0,2167;0,0252;0,04999999999999999;0,07819999999999999
normal;1;1;0,25;0,25;4;0,011699999999999988;0,05499999999999999;0,027700000000000002;0,08299999999999999;0,2163;0,04880000000000001;0,0050000000000000044;0,09440000000000001
normal;1;1;0,25;0,25;5;0,06340000000000001;0,1641;0,03149999999999997;0,1482;0,2353;0,0363;0,163;0,1517
normal;1;1;0,25;0,25;6;0,015600000000000003;0,037599999999999995;0,07269999999999999;0,08130000000000001;0,221;0,03720000000000001;0,057999999999999996;0,0826
normal;1;1;0,25;0,25;7;0,08960000000000001;0,1005;0,03340000000000001;0,123;0,2249;0,04200000000000001;0,055999999999999994;0,1373
normal;1;1;0,25;0,25;8;0,0489;0,05349999999999999;0,0947;0,0983;0,2046;0,017100000000000004;0,04200000000000001;0,10039999999999999
normal;1;1;0,25;0,25;9;0,0411;0,044300000000000006;0,027700000000000002;0,05610000000000001;0,21810000000000002;0,005099999999999993;0,046999999999999986;0,0683
normal;1;1;0,5;0,5;0;0,04310000000000003;0,044399999999999995;0,0116;0,06309999999999999;0,3736;0,03899999999999998;0,196;0,1865
normal;1;1;0,5;0,5;1;0,057999999999999996;0,052200000000000024;0,023799999999999988;0,0494;0,3758;0,04630000000000001;0,044999999999999984;0,1254
normal;1;1;0,5;0,5;2;0,14989999999999998;0,1744;0,11820000000000003;0,1496;0,4376;0,123;0,256;0,2218
normal;1;1;0,5;0,5;3;0,10360000000000003;0,1059;0,1215;0,14090000000000003;0,3886;0,08040000000000003;0,08100000000000002;0,1598
normal;1;1;0,5;0,5;4;0,04310000000000003;0,044399999999999995;0,0534;0,14559999999999995;0,3759;0,015500000000000014;0,17000000000000004;0,09570000000000001
normal;1;1;0,5;0,5;5;0,027000000000000024;0,06690000000000002;0,10089999999999999;0,10729999999999995;0,4189;0,0958;0,256;0,10199999999999998
normal;1;1;0,5;0,5;6;0,09760000000000002;0,0937;0,0695;0,0968;0,4003;0,09649999999999997;0,09699999999999998;0,12030000000000002
normal;1;1;0,5;0,5;7;0,13069999999999998;0,13340000000000002;0,1114;0,1644;0,403;0,06730000000000003;0,10099999999999998;0,21100000000000002
normal;1;1;0,5;0,5;8;0,09760000000000002;0,09989999999999999;0,11969999999999997;0,1607;0,3701;0,07050000000000001;0,11099999999999999;0,19090000000000001
normal;1;1;0,5;0,5;9;0,09150000000000003;0,0937;0,08460000000000001;0,0029000000000000137;0,3897;0,04620000000000002;0,09200000000000003;0,14200000000000002
normal;1;1;0,75;0,75;0;0,10799999999999998;0,08740000000000003;0,07850000000000001;0,07199999999999995;0,5089;0,13890000000000002;0,019000000000000017;0,23129999999999995
normal;1;1;0,75;0,75;1;0,12290000000000001;0,11929999999999996;0,11350000000000005;0,07850000000000001;0,5102;0,13729999999999998;0,05589999999999995;0,19820000000000004
normal;1;1;0,75;0,75;2;0,18830000000000002;0,16169999999999995;0,21189999999999998;0,0877;0,5912;0,20599999999999996;0,299;0,3211
normal;1;1;0,75;0,75;3;0,16390000000000005;0,1482;0,16090000000000004;0,07220000000000004;0,5318;0,15480000000000005;0,19699999999999995;0,11939999999999995
normal;1;1;0,75;0,75;4;0,10799999999999998;0,07030000000000003;0,09340000000000004;0,09299999999999997;0,5191;0,12839999999999996;0,02300000000000002;0,13580000000000003
normal;1;1;0,75;0,75;5;0,1372;0,08740000000000003;0,23419999999999996;0,061000000000000054;0,5666;0,19979999999999998;0,17200000000000004;0,21499999999999997
normal;1;1;0,75;0,75;6;0,1372;0,11929999999999996;0,13019999999999998;0,06430000000000002;0,5393;0,14859999999999995;0,132;0,1472
normal;1;1;0,75;0,75;7;0,1763;0,16169999999999995;0,14180000000000004;0,16069999999999995;0,5415;0,18010000000000004;0,242;0,18999999999999995
normal;1;1;0,75;0,75;8;0,15080000000000005;0,11929999999999996;0,14149999999999996;0,1028;0,5078;0,14449999999999996;0,14100000000000001;0,19679999999999997
normal;1;1;0,75;0,75;9;0,15080000000000005;0,1341;0,1753;0,08599999999999997;0,5259;0,15669999999999995;0,272;0,17300000000000004
normal;1;1;0,95;0,95;0;0,15679999999999994;0,1197999999999999;0,3475999999999999;0,08179999999999998;0,5966;0,2711;0,04349999999999998;0,24419999999999997
normal;1;1;0,95;0,95;1;0,20089999999999997;0,14529999999999998;0,22929999999999995;0,134;0,6111;0,2558999999999999;0,07799999999999996;0,1684
normal;1;1;0,95;0,95;2;0,20089999999999997;0,14529999999999998;0,3681;0,09870000000000001;0,6850999999999999;0,3157;0,121;0,1741999999999999
normal;1;1;0,95;0,95;3;0,22119999999999995;0,1691999999999999;0,2893;0,09599999999999997;0,6273;0,2598999999999999;0,05469999999999997;0,27679999999999993
normal;1;1;0,95;0,95;4;0,15679999999999994;0,0927;0,30279999999999996;0,134;0,6093999999999999;0,2758999999999999;0,0129999999999999;0,18079999999999996
normal;1;1;0,95;0,95;5;0,1795;0,0927;0,4110999999999999;0,19499999999999995;0,6686;0,30799999999999994;0,006000000000000005;0,05699999999999994
normal;1;1;0,95;0,95;6;0,1795;0,14529999999999998;0,21729999999999994;0,11169999999999991;0,6258999999999999;0,26159999999999994;0,04499999999999993;0,1441
normal;1;1;0,95;0,95;7;0,20089999999999997;0,14529999999999998;0,2568999999999999;0,129;0,6359999999999999;0,2864;0,124;0,2558999999999999
normal;1;1;0,95;0,95;8;0,1795;0,14529999999999998;0,29069999999999996;0,11069999999999991;0,601;0,26859999999999995;0,0736;0,1834
normal;1;1;0,95;0,95;9;0,20089999999999997;0,14529999999999998;0,2439;0,1489999999999999;0,6242;0,2657999999999999;0,04409999999999992;0,17799999999999994
normal;1;2;0,05;0,05;0;0,0529;0,0;0,16560000000000002;0,025399999999999992;0,0373;0,0587;0,031;0,033299999999999996
normal;1;2;0,05;0,05;1;0,0693;0,0335;0,058499999999999996;0,007299999999999994;0,042800000000000005;0,0768;0,043;0,010599999999999998
normal;1;2;0,05;0,05;2;0,3244;0,0;0,46890000000000004;0,043300000000000005;0,05;0,019900000000000004;0,043000000000000003;0,0392
normal;1;2;0,05;0,05;3;0,051699999999999996;0,02729999999999999;0,16260000000000002;0,0031000000000000055;0,047200000000000006;0,05059999999999999;0,040999999999999995;0,0011999999999999997
normal;1;2;0,05;0,05;4;0,19729999999999998;0,0;0,15300000000000002;0,012500000000000004;0,0415;0,09380000000000001;0,010999999999999996;0,0034000000000000002
normal;1;2;0,05;0,05;5;0,16560000000000002;0,0;0,2862;0,014100000000000001;0,05;0,013200000000000003;0,006000000000000005;0,013000000000000005
normal;1;2;0,05;0,05;6;0,061799999999999994;0,007599999999999996;0,14250000000000002;0,015200000000000005;0,05;0,040999999999999995;0,023999999999999994;0,012800000000000006
normal;1;2;0,05;0,05;7;0,30010000000000003;0,1039;0,2548;9,999999999999593e-05;0,047;0,026899999999999993;0,000999999999999994;0,0024999999999999953
normal;1;2;0,05;0,05;8;0,0529;0,028200000000000003;0,15489999999999998;0,026300000000000004;0,034300000000000004;0,0723;0,05499999999999999;0,02779999999999999
normal;1;2;0,05;0,05;9;0,050199999999999995;0,006499999999999999;0,14279999999999998;0,0114;0,0473;0,054599999999999996;0,039999999999999994;0,005399999999999995
normal;1;2;0,25;0,25;0;0,25;0,021699999999999997;0,01579999999999998;0,01780000000000001;0,1139;0,044300000000000006;0,026000000000000023;0,027100000000000013
normal;1;2;0,25;0,25;1;0,05630000000000002;0,056599999999999984;0,048099999999999976;0,0015000000000000013;0,1212;0,07990000000000003;0,05399999999999999;0,012899999999999995
normal;1;2;0,25;0,25;2;0,06540000000000001;0,07569999999999999;0,055800000000000016;0,0847;0,181;0,007300000000000001;0,04999999999999999;0,07999999999999999
normal;1;2;0,25;0,25;3;0,019500000000000017;0,018899999999999972;0,0534;0,01100000000000001;0,1254;0,059;0,05299999999999999;0,021899999999999975
normal;1;2;0,25;0,25;4;0,016900000000000026;0,01090000000000002;0,07219999999999999;0,003500000000000003;0,1343;0,07819999999999999;0,006000000000000005;0,015300000000000008
normal;1;2;0,25;0,25;5;0,25;0,05199999999999999;0,006099999999999994;0,05760000000000001;0,15360000000000001;0,02210000000000001;0,028999999999999998;0,06440000000000001
normal;1;2;0,25;0,25;6;0,019500000000000017;0,018899999999999972;0,032200000000000006;0,02840000000000001;0,1401;0,04899999999999999;0,03799999999999998;0,05449999999999999
normal;1;2;0,25;0,25;7;0,029099999999999987;0,0305;0,006500000000000006;0,03770000000000001;0,1412;0,02350000000000002;0,010000000000000009;0,046500000000000014
normal;1;2;0,25;0,25;8;0,016900000000000026;0,016199999999999992;0,11020000000000002;0,004799999999999999;0,1081;0,0741;0,0746;0,004500000000000004
normal;1;2;0,25;0,25;9;0,01429999999999998;0,013500000000000012;0,07919999999999999;0,01319999999999999;0,13340000000000002;0,06240000000000001;0,05299999999999999;0,01469999999999999
normal;1;2;0,5;0,5;0;0,008700000000000041;0,01859999999999995;0,0019000000000000128;0,03949999999999998;0,18030000000000002;0,028000000000000025;0,03049999999999997;0,055300000000000016
normal;1;2;0,5;0,5;1;0,01849999999999996;0,029100000000000015;0,016900000000000026;0,021699999999999997;0,1941;0,04249999999999998;0,027000000000000024;0,019799999999999984
normal;1;2;0,5;0,5;2;0,0721;0,052200000000000024;0,0797;0,10909999999999997;0,2591;0,03410000000000002;0,05499999999999999;0,12630000000000002
normal;1;2;0,5;0,5;3;0,0006999999999999784;0,0010999999999999899;0,010299999999999976;0,030200000000000005;0,20090000000000002;0,01990000000000003;0,016000000000000014;0,030100000000000016
normal;1;2;0,5;0,5;4;0,008700000000000041;0,03990000000000005;0,0021999999999999797;0,0020000000000000018;0,19390000000000002;0,058699999999999974;0,0676;0,00269999999999998
normal;1;2;0,5;0,5;5;0,009799999999999975;0,01859999999999995;0,04880000000000001;0,03979999999999995;0,23099999999999998;0,010600000000000054;0,05149999999999999;0,07650000000000001
normal;1;2;0,5;0,5;6;0,018600000000000005;0,01040000000000002;0,03370000000000001;0,0474;0,2046;0,014800000000000035;0,007000000000000006;0,047599999999999976
normal;1;2;0,5;0,5;7;0,027000000000000024;0,019399999999999973;0,02629999999999999;0,05259999999999998;0,2143;0,007800000000000029;0,0010000000000000009;0,06819999999999998
normal;1;2;0,5;0,5;8;0,009799999999999975;0,0010999999999999899;0,0393;0,03899999999999998;0,17870000000000003;0,03920000000000001;0,030000000000000027;0,0489
normal;1;2;0,5;0,5;9;0,008700000000000041;0,008600000000000052;0,034399999999999986;0,01150000000000001;0,19879999999999998;0,03090000000000004;0,06010000000000004;0,007099999999999995
normal;1;2;0,75;0,75;0;0,021199999999999997;0,013000000000000012;0,056599999999999984;0,05700000000000005;0,22709999999999997;0,012700000000000045;0,008000000000000007;0,05120000000000002
normal;1;2;0,75;0,75;1;0,0009000000000000119;0,008199999999999985;0,026499999999999968;0,03149999999999997;0,23529999999999995;0,00880000000000003;0,018000000000000016;0,00029999999999996696
normal;1;2;0,75;0,75;2;0,058599999999999985;0,03320000000000001;0,0675;0,08499999999999996;0,3078;0,04300000000000004;0,06000000000000005;0,09150000000000003
normal;1;2;0,75;0,75;3;0,021199999999999997;0,013000000000000012;0,03539999999999999;0,125;0,24819999999999998;0,012900000000000023;0,02939999999999998;0,025000000000000022
normal;1;2;0,75;0,75;4;0,0009000000000000119;0,03080000000000005;0,0010000000000000009;0,07099999999999995;0,24109999999999998;0,0037000000000000366;0,10140000000000005;0,010399999999999965
normal;1;2;0,75;0,75;5;0,04039999999999999;0,008199999999999985;0,09340000000000004;0,047900000000000054;0,2822;0,04510000000000003;0,09199999999999997;0,08220000000000005
normal;1;2;0,75;0,75;6;0,021199999999999997;0,013000000000000012;0,051000000000000045;0,051000000000000045;0,2514;0,009600000000000053;0,013000000000000012;0,02839999999999998
normal;1;2;0,75;0,75;7;0,04039999999999999;0,03320000000000001;0,08889999999999998;0,08899999999999997;0,2631;0,020399999999999974;0,020000000000000018;0,030399999999999983
