dataset;alpha;random_state;KM_1;KM_2;baseline_dedpul;dedpul;e1_en;e3_en;em_en;random_dedpul
bank;0,05;0;0,2117;0,05009999999999999;0,1501;0,0478;0,05;0,1173;0,025;0,0352
bank;0,05;1;0,1321;0,05009999999999999;0,1865;0,030000000000000002;0,008299999999999995;0,2486;0,017100000000000004;0,028600000000000004
bank;0,05;2;0,5491999999999999;0,05009999999999999;0,1377;0,0425;0,015100000000000002;0,18480000000000002;0,017199999999999993;0,038400000000000004
bank;0,05;3;0,28700000000000003;0,05009999999999999;0,10260000000000001;0,0708;0,0039000000000000007;0,22560000000000002;0,03849999999999999;9,999999999999593e-05
bank;0,05;4;0,5236999999999999;0,05009999999999999;0,0929;0,029700000000000004;0,0328;0,1522;0,062299999999999994;0,022000000000000002
bank;0,05;5;0,2279;0,0966;0,14589999999999997;0,037000000000000005;0,043800000000000006;0,14489999999999997;0,0936;0,0354
bank;0,05;6;0,30010000000000003;0,05009999999999999;0,09119999999999999;0,0453;0,0413;0,12469999999999999;0,04819999999999999;0,0402
bank;0,05;7;0,2117;0,05009999999999999;0,0655;0,018800000000000004;0,025300000000000003;0,14439999999999997;0,0315;0,018300000000000004
bank;0,05;8;0,47869999999999996;0,05009999999999999;0,104;0,0318;0,05;0,0994;0,21000000000000002;0,016100000000000003
bank;0,05;9;0,47869999999999996;0,05009999999999999;0,0513;0,0476;0,029200000000000004;0,1533;0,018000000000000002;0,044800000000000006
bank;0,25;0;0,019600000000000006;0,0582;0,029899999999999982;0,07339999999999999;0,2137;0,03670000000000001;0,1644;0,14600000000000002
bank;0,25;1;0,029099999999999987;0,038599999999999995;0,0033999999999999864;0,05629999999999999;0,25;0,0421;0,28300000000000003;0,0615
bank;0,25;2;0,1094;0,0801;0,029799999999999993;0,026400000000000007;0,2229;0,04409999999999997;0,06;0,03190000000000001
bank;0,25;3;0,002700000000000008;0,0524;0,04150000000000001;0,03720000000000001;0,2457;0,004599999999999993;0,059;0,10389999999999999
bank;0,25;4;0,0398;0,012399999999999994;0,026500000000000024;0,0527;0,1739;0,0826;0,07980000000000001;0,1101
bank;0,25;5;0,0398;0,02560000000000001;0,12;0,0010999999999999899;0,14479999999999998;0,10260000000000002;0,08049999999999999;0,1232
bank;0,25;6;0,03370000000000001;0,03509999999999999;0,002700000000000008;0,125;0,2306;0,012199999999999989;0,101;0,1172
bank;0,25;7;0,019600000000000006;0,05160000000000001;0,0552;0,0673;0,1829;0,0781;0,0007999999999999952;0,12140000000000001
bank;0,25;8;0,02789999999999998;0,02479999999999999;0,0121;0,06340000000000001;0,1862;0,09699999999999998;0,015199999999999991;0,1291
bank;0,25;9;0,0547;0,0733;0,0031999999999999806;0,03670000000000001;0,25;0,03989999999999999;0,203;0,1127
bank;0,5;0;0,10360000000000003;0,06419999999999998;0,12240000000000001;0,05579999999999996;0,421;0,08829999999999999;0,13;0,1189
bank;0,5;1;0,027000000000000024;0,019699999999999995;0,055999999999999994;0,033499999999999974;0,3771;0,031700000000000006;0,09599999999999997;0,04930000000000001
bank;0,5;2;0,018600000000000005;0,02410000000000001;0,043200000000000016;0,005199999999999982;0,33140000000000003;0,03820000000000001;0,2511;0,009199999999999986
bank;0,5;3;0,08529999999999999;0,07140000000000002;0,11680000000000001;0,13990000000000002;0,4205;0,08689999999999998;0,08700000000000002;0,14140000000000003
bank;0,5;4;0,08529999999999999;0,06780000000000003;0,03839999999999999;0,02400000000000002;0,3691;0,03870000000000001;0,0010000000000000009;0,0953
bank;0,5;5;0,008700000000000041;0,018900000000000028;0,048099999999999976;0,08050000000000002;0,28390000000000004;0,04479999999999995;0,11159999999999998;0,10980000000000001
bank;0,5;6;0,04310000000000003;0,03270000000000001;0,014500000000000013;0,07900000000000001;0,4063;0,047099999999999975;0,10799999999999998;0,08560000000000001
bank;0,5;7;0,05070000000000002;0,04099999999999998;0,004500000000000004;0,03689999999999999;0,2815;0,0474;0,054200000000000026;0,07540000000000002
bank;0,5;8;0,10360000000000003;0,06419999999999998;0,07769999999999999;0,08910000000000001;0,27080000000000004;0,06610000000000005;0,09110000000000001;0,1013
bank;0,5;9;0,10360000000000003;0,07490000000000002;0,03369999999999995;0,017799999999999983;0,3361;0,00649999999999995;0,11939999999999995;0,01679999999999998
bank;0,75;0;0,12290000000000001;0,07550000000000001;0,10270000000000001;0,09950000000000003;0,4564;0,1139;0,18400000000000005;0,1734
bank;0,75;1;0,09230000000000005;0,06659999999999999;0,08020000000000005;0,00770000000000004;0,4118;0,0877;0,033499999999999974;0,059699999999999975
bank;0,75;2;0,058599999999999985;0,02839999999999998;0,06899999999999995;0,1099;0,3938;0,06710000000000005;0,05289999999999995;0,11729999999999996
bank;0,75;3;0,12290000000000001;0,11680000000000001;0,122;0,125;0,4058;0,06369999999999998;0,060899999999999954;0,029100000000000015
bank;0,75;4;0,07589999999999997;0,02839999999999998;0,09399999999999997;0,041200000000000014;0,4545;0,10929999999999995;0,014000000000000012;0,08250000000000002
bank;0,75;5;0,09230000000000005;0,08420000000000005;0,10309999999999997;0,13829999999999998;0,3647;0,056599999999999984;0,17369999999999997;0,13939999999999997
bank;0,75;6;0,07589999999999997;0,05740000000000001;0,1069;0,041000000000000036;0,4922;0,14780000000000004;0,061000000000000054;0,061899999999999955
bank;0,75;7;0,07589999999999997;0,05740000000000001;0,07830000000000004;0,07040000000000002;0,378;0,053300000000000014;0,123;0,10609999999999997
bank;0,75;8;0,10799999999999998;0,08420000000000005;0,07499999999999996;0,10980000000000001;0,3984;0,05289999999999995;0,05249999999999999;0,1531
bank;0,75;9;0,10799999999999998;0,07550000000000001;0,10099999999999998;0,08079999999999998;0,4594;0,11129999999999995;0,1331;0,12450000000000006
bank;0,95;0;0,10719999999999996;0,0685;0,18179999999999996;0,09599999999999997;0,46939999999999993;0,21599999999999997;0,007199999999999984;0,08299999999999996
bank;0,95;1;0,10719999999999996;0,09759999999999991;0,16879999999999995;0,0794999999999999;0,4841;0,20479999999999998;0,03799999999999992;0,08749999999999991
bank;0,95;2;0,10719999999999996;0,08329999999999993;0,12490000000000001;0,10139999999999993;0,5109999999999999;0,254;0,006300000000000083;0,10109999999999997
bank;0,95;3;0,13279999999999992;0,0685;0,1731999999999999;0,060699999999999976;0,47259999999999996;0,2279;0,02399999999999991;0,11229999999999996
bank;0,95;4;0,10719999999999996;0,0685;0,14429999999999998;0,1439999999999999;0,49439999999999995;0,24259999999999993;0,031000000000000028;0,08199999999999996
bank;0,95;5;0,10719999999999996;0,0685;0,1694;0,08949999999999991;0,41899999999999993;0,16469999999999996;0,15139999999999998;0,09089999999999998
bank;0,95;6;0,13279999999999992;0,09759999999999991;0,13539999999999996;0,133;0,4427;0,19409999999999994;0,07350000000000001;0,1389999999999999
bank;0,95;7;0,10719999999999996;0,0685;0,12969999999999993;0,10389999999999999;0,5074;0,22139999999999993;0,016599999999999948;0,13429999999999997
bank;0,95;8;0,07999999999999996;0,0685;0,13369999999999993;0,09089999999999998;0,49119999999999997;0,24749999999999994;0,0020000000000000018;0,09299999999999997
bank;0,95;9;0,10719999999999996;0,0685;0,1442;0,07069999999999999;0,49439999999999995;0,24229999999999996;0,0010000000000000009;0,053199999999999914
concrete;0,05;0;0,7672;0,6426;0,2614;0,0412;0,05;0,071;0,0;0,0239
concrete;0,05;1;0,7432;0,2584;0,44730000000000003;0,05;0,05;0,044899999999999995;0,032;0,05
concrete;0,05;2;0,7432;0,14839999999999998;0,4416;0,05;0,05;0,10359999999999998;0,015;0,044800000000000006
concrete;0,05;3;0,6596;0,2548;0,37520000000000003;0,14650000000000002;0,05;0,21640000000000004;0,12499999999999999;0,20790000000000003
concrete;0,05;4;0,7204999999999999;0,5537;0,11359999999999999;0,003999999999999997;0,05;0,07629999999999999;0,019000000000000003;0,052599999999999994
concrete;0,05;5;0,6990999999999999;0,45870000000000005;0,5571999999999999;0,1244;0,05;0,20700000000000002;0,174;0,0999
concrete;0,05;6;0,7672;0,6818;0,42560000000000003;0,1198;0,05;0,13140000000000002;0,064;0,1047
concrete;0,05;7;0,7432;0,4173;0,3842;0,0431;0,05;0,14739999999999998;0,029;0,0432
concrete;0,05;8;0,7204999999999999;0,3428;0,6266999999999999;0,045200000000000004;0,05;0,0126;0,043000000000000003;0,0405
concrete;0,05;9;0,7204999999999999;0,5021;0,3529;0,029100000000000004;0,05;0,114;0,079;0,008200000000000006
concrete;0,25;0;0,5928;0,4818;0,14389999999999997;0,14379999999999998;0,25;0,0019000000000000128;0,04999999999999999;0,13979999999999998
concrete;0,25;1;0,4991;0,06770000000000001;0,16599999999999998;0,07;0,25;0,06209999999999999;0,09599999999999997;0,0335
concrete;0,25;2;0,5928;0,027000000000000024;0,13679999999999998;0,015600000000000003;0,25;0,1387;0,14800000000000002;0,1184
concrete;0,25;3;0,5432;0,11249999999999999;0,2244;0,0499;0,25;0,04039999999999999;0,14300000000000002;0,0519
concrete;0,25;4;0,5205;0,1477;0,129;0,028200000000000003;0,25;0,0;0,016000000000000014;0,0121
concrete;0,25;5;0,5672;0,30810000000000004;0,2219;0,1079;0,25;0,10120000000000001;0,194;0,05990000000000001
concrete;0,25;6;0,5672;0,17859999999999998;0,2022;0,015899999999999997;0,25;0,1527;0,193;0,038099999999999995
concrete;0,25;7;0,5205;0,04949999999999999;0,35129999999999995;0,1736;0,25;0,11930000000000002;0,15600000000000003;0,1533
concrete;0,25;8;0,5928;0,17509999999999998;0,06409999999999999;0,2218;0,25;0,1356;0,16999999999999998;0,2238
concrete;0,25;9;0,5672;0,3204;0,019799999999999984;0,118;0,25;0,061;0,022999999999999993;0,08879999999999999
concrete;0,5;0;0,09919999999999995;0,25570000000000004;0,044399999999999995;0,10460000000000003;0,4476;0,05030000000000001;0,22599999999999998;0,10189999999999999
concrete;0,5;1;0,27049999999999996;0,08850000000000002;0,11380000000000001;0,020299999999999985;0,4142;0,08750000000000002;0,10899999999999999;0,06790000000000002
concrete;0,5;2;0,07369999999999999;0,17609999999999998;0,0595;0,06320000000000003;0,4014;0,12129999999999996;0,258;0,022700000000000053
concrete;0,5;3;0,31720000000000004;0,010599999999999998;0,1119;0,044899999999999995;0,434;0,08899999999999997;0,28600000000000003;0,07419999999999999
concrete;0,5;4;0,27049999999999996;0,10720000000000002;0,04420000000000002;0,1472;0,42369999999999997;0,04800000000000004;0,02100000000000002;0,1391
concrete;0,5;5;0,14200000000000002;0,24480000000000002;0,07750000000000001;0,1336;0,4263;0,04049999999999998;0,347;0,13179999999999997
concrete;0,5;6;0,06169999999999998;0,14250000000000002;0,04579999999999995;0,26249999999999996;0,3375;0,12760000000000005;0,118;0,04580000000000001
concrete;0,5;7;0,31720000000000004;0,04059999999999997;0,03820000000000001;0,18269999999999997;0,4592;0,10450000000000004;0,21399999999999997;0,012400000000000022
concrete;0,5;8;0,31720000000000004;0,18780000000000002;0,025800000000000045;0,1593;0,4919;0,013499999999999956;0,134;0,1366
concrete;0,5;9;0,31720000000000004;0,12430000000000002;0,013499999999999956;0,12780000000000002;0,4423;0,03510000000000002;0,235;0,11520000000000002
concrete;0,75;0;0,10799999999999998;0,1392;0,0029000000000000137;0,03969999999999996;0,3153;0,016900000000000026;0,139;0,05579999999999996
concrete;0,75;1;0,07589999999999997;0,12439999999999996;0,007800000000000029;0,018399999999999972;0,3057;0,0020000000000000018;0,09999999999999998;0,053200000000000025
concrete;0,75;2;0,04039999999999999;0,09260000000000002;0,023499999999999965;0,027100000000000013;0,2967;0,01870000000000005;0,11860000000000004;0,0947
concrete;0,75;3;0,09230000000000005;0,13190000000000002;0,024599999999999955;0,05689999999999995;0,2986;0,015700000000000047;0,06599999999999995;0,054400000000000004
concrete;0,75;4;0,04039999999999999;0,11680000000000001;0,03710000000000002;0,03700000000000003;0,2999;0,006399999999999961;0,16100000000000003;0,026000000000000023
concrete;0,75;5;0,10799999999999998;0,16679999999999995;0,05569999999999997;0,11699999999999999;0,3141;0,02629999999999999;0,06299999999999994;0,11319999999999997
concrete;0,75;6;0,058599999999999985;0,10089999999999999;0,009800000000000031;0,050000000000000044;0,2931;0,016000000000000014;0,12749999999999995;0,05920000000000003
concrete;0,75;7;0,07589999999999997;0,10089999999999999;0,030399999999999983;0,04920000000000002;0,2887;0,02310000000000001;0,06740000000000002;0,057499999999999996
concrete;0,75;8;0,07589999999999997;0,13190000000000002;0,021199999999999997;0,03520000000000001;0,2962;0,01200000000000001;0,12939999999999996;0,07599999999999996
concrete;0,75;9;0,09230000000000005;0,16679999999999995;0,04369999999999996;0,060699999999999976;0,2969;0,014900000000000024;0,014000000000000012;0,0857
concrete;0,95;0;0,13349999999999995;0,09829999999999994;0,12539999999999996;0,09770000000000001;0,2662;0,15959999999999996;0,008499999999999952;0,06669999999999998
concrete;0,95;1;0,1079;0,09829999999999994;0,2541;0,03869999999999996;0,26549999999999996;0,21140000000000003;0,009000000000000008;0,09870000000000001
concrete;0,95;2;0,1079;0,06920000000000004;0,23109999999999997;0,027699999999999947;0,2781;0,16100000000000003;0,00039999999999995595;0,04269999999999996
concrete;0,95;3;0,15749999999999997;0,11209999999999998;0,06499999999999995;0,06140000000000001;0,29569999999999996;0,13980000000000004;0,0040999999999999925;0,06769999999999998
concrete;0,95;4;0,1079;0,06920000000000004;0,21719999999999995;0,02069999999999994;0,29089999999999994;0,1753;0,034499999999999975;0,07230000000000003
concrete;0,95;5;0,13349999999999995;0,08399999999999996;0,12080000000000002;0,049699999999999966;0,26680000000000004;0,18569999999999998;0,0028000000000000247;0,05569999999999997
concrete;0,95;6;0,13349999999999995;0,09829999999999994;0,09819999999999995;0,036599999999999966;0,27890000000000004;0,18169999999999997;0,00539999999999996;0,05069999999999997
concrete;0,95;7;0,13349999999999995;0,09829999999999994;0,13570000000000004;0,05469999999999997;0,26459999999999995;0,14280000000000004;0,006599999999999939;0,12959999999999994
concrete;0,95;8;0,13349999999999995;0,12549999999999994;0,07650000000000001;0,058599999999999985;0,30169999999999997;0,14139999999999997;0,0017000000000000348;0,0937
concrete;0,95;9;0,13349999999999995;0,11209999999999998;0,13539999999999996;0,03600000000000003;0,29089999999999994;0,15259999999999996;0,012800000000000034;0,03849999999999998
housing;0,05;0;0,949;0,9508999999999999;0,267;0,114;0,05;0,20690000000000003;0,201;0,1176
housing;0,05;1;0,7432;0,401;0,5544;0,16449999999999998;0,05;0,20879999999999999;0,185;0,16560000000000002
housing;0,05;2;0,6241;0,2955;0,5161;0,10690000000000001;0,05;0,13729999999999998;0,107;0,1506
housing;0,05;3;0,949;0,9508999999999999;0,2968;0,1244;0,05;0,17859999999999998;0,09999999999999999;0,20650000000000002
housing;0,05;4;0,6414;0,9508999999999999;0,6032;0,05;0,05;0,043399999999999994;0,0050000000000000044;0,05
housing;0,05;5;0,6241;0,29100000000000004;0,3756;0,25470000000000004;0,05;0,08839999999999999;0,112;0,2955
housing;0,05;6;0,6788;0,2801;0,466;0,0307;0,05;0,0815;0,06899999999999999;0,0339
housing;0,05;7;0,949;0,9508999999999999;0,2374;0,0757;0,05;0,11689999999999999;0,277;0,082
housing;0,05;8;0,7204999999999999;0,9508999999999999;0,17370000000000002;0,014100000000000001;0,05;0,0708;0,008999999999999994;0,08839999999999999
housing;0,05;9;0,949;0,9508999999999999;0,18359999999999999;0,03939999999999999;0,05;0,14500000000000002;0,116;0,024499999999999994
housing;0,25;0;0,5672;0,2173;0,1764;0,010799999999999976;0,25;0,10720000000000002;0,21300000000000002;0,1114
housing;0,25;1;0,24020000000000002;0,05890000000000001;0,23249999999999998;0,04139999999999999;0,22139999999999999;0,1884;0,22199999999999998;0,04459999999999997
housing;0,25;2;0,4414;0,0887;0,17359999999999998;0,020600000000000007;0,25;0,0514;0,275;0,0032000000000000084
housing;0,25;3;0,4788;0,20500000000000002;0,28779999999999994;0,177;0,2167;0,27749999999999997;0,37;0,22349999999999998
housing;0,25;4;0,749;0,7508999999999999;0,21450000000000002;0,06820000000000001;0,25;0,029200000000000004;0,05099999999999999;0,059599999999999986
housing;0,25;5;0,4788;0,2394;0,1073;0,02200000000000002;0,25;0,1496;0,22399999999999998;0,057699999999999974
housing;0,25;6;0,5432;0,06219999999999998;0,09770000000000001;0,010199999999999987;0,25;0,09110000000000001;0,22610000000000002;0,08879999999999999
housing;0,25;7;0,4991;0,006400000000000017;0,173;0,024500000000000022;0,25;0,13;0,369;0,0711
housing;0,25;8;0,749;0,5497;0,1846;0,09640000000000001;0,25;0,0242;0,13140000000000002;0,03570000000000001
housing;0,25;9;0,5928;0,134;0,08760000000000001;0,187;0,25;0,03770000000000001;0,27549999999999997;0,04999999999999999
housing;0,5;0;0,09919999999999995;0,135;0,12080000000000002;0,030000000000000027;0,4148;0,07730000000000004;0,277;0,10170000000000001
housing;0,5;1;0,06169999999999998;0,10120000000000001;0,09450000000000003;0,02729999999999999;0,2585;0,1532;0,121;0,05730000000000002
housing;0,5;2;0,018600000000000005;0,1859;0,0685;0,05680000000000002;0,3718;0,05379999999999996;0,132;0,0479
housing;0,5;3;0,07369999999999999;0,11880000000000002;0,04520000000000002;0,04500000000000004;0,313;0,13870000000000005;0,29300000000000004;0,20999999999999996
housing;0,5;4;0,04310000000000003;0,2244;0,004400000000000015;0,1372;0,4487;0,023499999999999965;0,16300000000000003;0,10830000000000001
housing;0,5;5;0,028699999999999948;0,11599999999999999;0,15810000000000002;0,010199999999999987;0,3665;0,03749999999999998;0,238;0,06430000000000002
housing;0,5;6;0,05020000000000002;0,21839999999999998;0,15959999999999996;0,052700000000000025;0,4462;0,09109999999999996;0,17100000000000004;0,019299999999999984
housing;0,5;7;0,07369999999999999;0,1375;0,14590000000000003;0,01419999999999999;0,33940000000000003;0,12380000000000002;0,359;0,011099999999999999
housing;0,5;8;0,04310000000000003;0,18969999999999998;0,1169;0,07669999999999999;0,3882;0,020399999999999974;0,02400000000000002;0,008199999999999985
housing;0,5;9;0,399;0,02410000000000001;0,03839999999999999;0,038000000000000034;0,4846;0,007399999999999962;0,16200000000000003;0,020699999999999996
housing;0,75;0;0,09230000000000005;0,11680000000000001;0,019199999999999995;0,047799999999999954;0,3362;0,024599999999999955;0,16000000000000003;0,04159999999999997
housing;0,75;1;0,058599999999999985;0,08420000000000005;0,05159999999999998;0,0252;0,24919999999999998;0,06159999999999999;0,12060000000000004;0,0262
housing;0,75;2;0,09230000000000005;0,12439999999999996;0,018299999999999983;0,029000000000000026;0,2924;0,018000000000000016;0,062000000000000055;0,0011999999999999789
housing;0,75;3;0,0009000000000000119;0,00770000000000004;0,08579999999999999;0,06669999999999998;0,19899999999999995;0,07669999999999999;0,1765;0,0615
housing;0,75;4;0,020499999999999963;0,0383;0,04159999999999997;0,07499999999999996;0,3555;0,011800000000000033;0,19399999999999995;0,07379999999999998
housing;0,75;5;0,058599999999999985;0,08420000000000005;0,0012999999999999678;0,0010000000000000009;0,2889;0,041100000000000025;0,052000000000000046;0,006000000000000005
housing;0,75;6;0,058599999999999985;0,10089999999999999;0,008900000000000019;0,022299999999999986;0,3495;0,007299999999999973;0,03600000000000003;0,030000000000000027
housing;0,75;7;0,058599999999999985;0,12439999999999996;0,01539999999999997;0,03590000000000004;0,3026;0,04090000000000005;0,13170000000000004;0,03969999999999996
housing;0,75;8;0,10799999999999998;0,16679999999999995;0,0242;0,05489999999999995;0,3339;0,021299999999999986;0,15469999999999995;0,05840000000000001
housing;0,75;9;0,07589999999999997;0,1533;0,09770000000000001;0,11399999999999999;0,3425;0,0021999999999999797;0,14200000000000002;0,01749999999999996
housing;0,95;0;0,13469999999999993;0,09949999999999992;0,11080000000000001;0,037899999999999934;0,2691;0,22109999999999996;0,0014999999999999458;0,22209999999999996
housing;0,95;1;0,10909999999999997;0,0393;0,2126;0,03389999999999993;0,23749999999999993;0,2793;0,01860000000000006;0,20439999999999992
housing;0,95;2;0,13469999999999993;0,09949999999999992;0,07129999999999992;0,03489999999999993;0,27049999999999996;0,16789999999999994;0,0048000000000000265;0,04039999999999999
housing;0,95;3;0,10909999999999997;0,07040000000000002;0,10639999999999994;0,03289999999999993;0,24829999999999997;0,2258;9,999999999998899e-05;0,21209999999999996
housing;0,95;4;0,10909999999999997;0,05509999999999993;0,12979999999999992;0,011900000000000022;0,27469999999999994;0,23229999999999995;0,010400000000000076;0,07250000000000001
housing;0,95;5;0,10909999999999997;0,07040000000000002;0,21899999999999997;0,08889999999999998;0,27149999999999996;0,2398;0,007299999999999973;0,19469999999999998
housing;0,95;6;0,13469999999999993;0,08519999999999994;0,21299999999999997;0,08189999999999997;0,26879999999999993;0,24080000000000001;0,005400000000000071;0,10609999999999997
housing;0,95;7;0,10909999999999997;0,07040000000000002;0,17159999999999997;0,06889999999999996;0,24280000000000002;0,24939999999999996;0,019299999999999984;0,07019999999999993
housing;0,95;8;0,10909999999999997;0,07040000000000002;0,13569999999999993;0,030899999999999928;0,237;0,23919999999999997;0,017000000000000015;0,05930000000000002
housing;0,95;9;0,10909999999999997;0,08519999999999994;0,11669999999999991;0,03489999999999993;0,25139999999999996;0,19809999999999994;0,0044999999999999485;0,09409999999999996
landsat;0,05;0;0,14529999999999998;0,05009999999999999;0,07529999999999999;0,010800000000000004;0,05;0,12069999999999999;0,063;0,006500000000000006
landsat;0,05;1;0,13979999999999998;0,05009999999999999;0,13640000000000002;0,05979999999999999;0,044300000000000006;0,13540000000000002;0,09099999999999998;0,046799999999999994
landsat;0,05;2;0,949;0,9319;0,13140000000000002;0,0008000000000000021;0,05;0,079;0,017;0,004199999999999995
landsat;0,05;3;0,949;0,9319;0,17830000000000001;0,0131;0,05;0,0514;0,009999999999999995;0,0046
landsat;0,05;4;0,949;0,9319;0,12100000000000001;0,021400000000000002;0,05;0,0934;0,010000000000000002;0,0087
landsat;0,05;5;0,1412;0,05009999999999999;0,2263;0,04239999999999999;0,045700000000000005;0,12169999999999999;0,051000000000000004;0,0403
landsat;0,05;6;0,949;0,9319;0,16049999999999998;0,0155;0,05;0,03269999999999999;0,0030000000000000027;0,00010000000000000286
landsat;0,05;7;0,949;0,9319;0,4248;0,016300000000000002;0,05;0,0432;0,0;0,0005999999999999964
landsat;0,05;8;0,949;0,9319;0,2929;0,0016000000000000042;0,05;0,1198;0,0;0,0038000000000000048
landsat;0,05;9;0,47869999999999996;0,0645;0,09280000000000001;0,031700000000000006;0,05;0,1019;0,010000000000000002;0,0227
landsat;0,25;0;0,02789999999999998;0,021199999999999997;0,0721;0,015400000000000025;0,1142;0,09860000000000002;0,061;0,025500000000000023
landsat;0,25;1;0,04299999999999998;0,0378;0,10189999999999999;0,028200000000000003;0,0973;0,11649999999999999;0,064;0,0726
landsat;0,25;2;0,011699999999999988;0,0039000000000000146;0,14539999999999997;0,0018000000000000238;0,1074;0,0942;0,02100000000000002;0,003300000000000025
landsat;0,25;3;0,009300000000000003;0,017699999999999994;0,11570000000000003;0,018600000000000005;0,12340000000000001;0,05020000000000002;0,016000000000000014;0,016600000000000004
landsat;0,25;4;0,01429999999999998;0,0010000000000000009;0,09029999999999999;0,008599999999999997;0,1286;0,08800000000000002;0,015000000000000013;0,016399999999999998
landsat;0,25;5;0,019500000000000017;0,0116;0,134;0,02689999999999998;0,08710000000000001;0,08339999999999997;0,045999999999999985;0,023899999999999977
landsat;0,25;6;0,015600000000000003;0,020800000000000013;0,0247;0,009300000000000003;0,12990000000000002;0,04920000000000002;0,006000000000000005;0,0022000000000000075
landsat;0,25;7;0,015600000000000003;0,027700000000000002;0,053300000000000014;0,0262;0,133;0,04720000000000002;0,01100000000000001;0,01780000000000001
landsat;0,25;8;0,019600000000000006;0,03509999999999999;0,03949999999999998;0,007099999999999995;0,1147;0,07450000000000001;0,02400000000000002;0,0012000000000000066
landsat;0,25;9;0,027200000000000002;0,03950000000000001;0,0691;0,004699999999999982;0,1247;0,0817;0,02100000000000002;0,03410000000000002
landsat;0,5;0;0,0006999999999999784;0,008700000000000041;0,022199999999999998;0,0006999999999999784;0,11549999999999999;0,07889999999999997;0,008000000000000007;0,00990000000000002
landsat;0,5;1;0,0006999999999999784;0,0037000000000000366;0,010399999999999965;0,03199999999999997;0,11580000000000001;0,061000000000000054;0,020000000000000018;0,0006999999999999784
landsat;0,5;2;0,009799999999999975;0,0010999999999999899;0,015800000000000036;0,008199999999999985;0,10899999999999999;0,05589999999999995;0,0030000000000000027;0,009000000000000008
landsat;0,5;3;0,018600000000000005;0,0010999999999999899;9,999999999998899e-05;0,007900000000000018;0,12869999999999998;0,054300000000000015;0,010000000000000009;0,020100000000000007
landsat;0,5;4;0,0006999999999999784;0,008700000000000041;0,03159999999999996;0,015500000000000014;0,13579999999999998;0,05989999999999995;0,0020000000000000018;0,007400000000000018
landsat;0,5;5;0,008700000000000041;0,02410000000000001;0,046699999999999964;0,012599999999999945;0,10099999999999998;0,08299999999999996;0,02200000000000002;0,022800000000000042
landsat;0,5;6;0,018600000000000005;0,005900000000000016;0,014399999999999968;0,006099999999999994;0,12830000000000003;0,06040000000000001;0,017000000000000015;0,010800000000000032
landsat;0,5;7;0,027000000000000024;0,015199999999999991;0,040000000000000036;0,02200000000000002;0,13540000000000002;0,05300000000000005;0,0030000000000000027;0,022399999999999975
landsat;0,5;8;0,018600000000000005;0,005900000000000016;0,05479999999999996;0,013399999999999967;0,11249999999999999;0,045399999999999996;0,02100000000000002;0,007900000000000018
landsat;0,5;9;0,027000000000000024;0,019699999999999995;0,034399999999999986;0,0008000000000000229;0,13279999999999997;0,04810000000000003;0,03400000000000003;0,0
landsat;0,75;0;0,021199999999999997;0,00770000000000004;0,00660000000000005;0,010000000000000009;0,13190000000000002;0,016000000000000014;0,0030000000000000027;0,016700000000000048
landsat;0,75;1;0,021199999999999997;0,0030999999999999917;0,0023999999999999577;0,0017000000000000348;0,13249999999999995;0,024900000000000033;0,031000000000000028;0,00539999999999996
landsat;0,75;2;0,021199999999999997;0,00770000000000004;0,0050000000000000044;0,011499999999999955;0,11960000000000004;0,01870000000000005;0,009000000000000008;0,013399999999999967
landsat;0,75;3;0,021199999999999997;0,00770000000000004;0,010099999999999998;0,0010999999999999899;0,11670000000000003;0,025699999999999945;0,026000000000000023;0,009000000000000008
landsat;0,75;4;0,021199999999999997;0,0030999999999999917;0,008299999999999974;0,005600000000000049;0,11470000000000002;0,030299999999999994;0,02100000000000002;0,0038000000000000256
landsat;0,75;5;0,0009000000000000119;0,01419999999999999;0,011099999999999999;9,999999999998899e-05;0,11960000000000004;0,0403;0,04800000000000004;0,0044999999999999485
landsat;0,75;6;0,021199999999999997;0,00770000000000004;0,009099999999999997;0,0026000000000000467;0,12960000000000005;0,029200000000000004;0,01100000000000001;0,01759999999999995
landsat;0,75;7;0,021199999999999997;0,00770000000000004;0,022599999999999953;0,0020999999999999908;0,125;0,020100000000000007;0,0030000000000000027;0,012199999999999989
landsat;0,75;8;0,021199999999999997;0,018199999999999994;0,00880000000000003;0,01319999999999999;0,138;0,018199999999999994;0,014000000000000012;0,007499999999999951
landsat;0,75;9;0,04039999999999999;0,018199999999999994;0,017199999999999993;0,006700000000000039;0,12260000000000004;0,018000000000000016;0,027000000000000024;0,00990000000000002
landsat;0,95;0;0,019899999999999918;0,0040000000000000036;0,16259999999999997;0,0008000000000000229;0,10649999999999993;0,22119999999999995;0,021199999999999997;0,000200000000000089
landsat;0,95;1;0,019899999999999918;0,0040000000000000036;0,2369;0,0039000000000000146;0,119;0,30899999999999994;0,035700000000000065;0,0016000000000000458
landsat;0,95;2;0,019899999999999918;0,0040000000000000036;0,2517999999999999;0,01440000000000008;0,10729999999999995;0,29259999999999997;0,023800000000000043;0,0030000000000000027
landsat;0,95;3;0,019899999999999918;0,0040000000000000036;0,1129;0,0014999999999999458;0,11749999999999994;0,24919999999999998;0,017900000000000027;0,0036999999999999256
