dataset;alpha;random_state;KM_1;KM_2;baseline_dedpul;dedpul;e1_en;e3_en;em_en;random_dedpul
shuttle;0,5;6;0,03920000000000001;0,06420000000000003;0,0685;0,010699999999999987;0,0474;0,04259999999999997;0,01200000000000001;0,007599999999999996
shuttle;0,5;7;0,01849999999999996;0,04059999999999997;0,05300000000000005;0,003300000000000025;0,03920000000000001;0,03249999999999997;0,0020000000000000018;0,013800000000000034
shuttle;0,5;8;0,03920000000000001;0,04630000000000001;0,04520000000000002;0,006199999999999983;0,058699999999999974;0,08179999999999998;0,07599999999999996;0,03820000000000001
shuttle;0,5;9;0,03920000000000001;0,05810000000000004;0,13449999999999995;0,006599999999999995;0,054400000000000004;0,043399999999999994;0,017000000000000015;0,0049000000000000155
shuttle;0,75;0;0,0009000000000000119;0,01419999999999999;0,07099999999999995;0,0026000000000000467;0,04239999999999999;0,008700000000000041;0,007000000000000006;0,008199999999999985
shuttle;0,75;1;0,020499999999999963;0,03749999999999998;0,016900000000000026;0,00029999999999996696;0,05059999999999998;0,02300000000000002;0,04300000000000004;0,009499999999999953
shuttle;0,75;2;0,020499999999999963;0,049699999999999966;0,0252;0,005099999999999993;0,05569999999999997;0,008299999999999974;0,008000000000000007;0,0029000000000000137
shuttle;0,75;3;0,020499999999999963;0,06220000000000003;0,03849999999999998;0,005199999999999982;0,03610000000000002;0,011399999999999966;0,01100000000000001;0,005499999999999949
shuttle;0,75;4;0,020499999999999963;0,049699999999999966;0,013800000000000034;0,006800000000000028;0,04500000000000004;0,01849999999999996;0,009000000000000008;0,0027000000000000357
shuttle;0,75;5;0,0009000000000000119;0,01419999999999999;0,050799999999999956;0,0010000000000000009;0,027900000000000036;0,020199999999999996;0,008000000000000007;0,009800000000000031
shuttle;0,75;6;0,020499999999999963;0,049699999999999966;0,0018000000000000238;0,006299999999999972;0,04730000000000001;0,013900000000000023;0,01100000000000001;0,008700000000000041
shuttle;0,75;7;0,020499999999999963;0,03749999999999998;0,02959999999999996;0,006700000000000039;0,03979999999999995;0,020000000000000018;0,0020000000000000018;0,006099999999999994
shuttle;0,75;8;0,0009000000000000119;0,025699999999999945;0,03249999999999997;0,0042999999999999705;0,03859999999999997;0,018000000000000016;0,0050000000000000044;0,008700000000000041
shuttle;0,75;9;0,020499999999999963;0,03749999999999998;0,02949999999999997;0,0043999999999999595;0,04259999999999997;0,01980000000000004;0,0040000000000000036;0,0010999999999999899
shuttle;0,95;0;0,01330000000000009;0,013600000000000056;0,03869999999999996;0,000300000000000078;0,02429999999999999;0,35039999999999993;0,007000000000000006;0,0020000000000000018
shuttle;0,95;1;0,01330000000000009;0,013600000000000056;0,03720000000000001;0,00019999999999997797;0,039999999999999925;0,3747999999999999;0,0020000000000000018;0,0046000000000000485
shuttle;0,95;2;0,01330000000000009;0,013600000000000056;0,1338999999999999;0,0024000000000000687;0,032200000000000006;0,43799999999999994;0,030200000000000005;0,0024000000000000687
shuttle;0,95;3;0,01330000000000009;0,013600000000000056;0,008399999999999963;0,0015000000000000568;0,029999999999999916;0,27149999999999996;0,014000000000000012;0,0038000000000000256
shuttle;0,95;4;0,01330000000000009;0,013600000000000056;0,6784999999999999;0,0017000000000000348;0,037699999999999956;0,45859999999999995;0,034600000000000075;0,0018000000000000238
shuttle;0,95;5;0,01330000000000009;0,013600000000000056;0,40979999999999994;0,0032000000000000917;0,028699999999999948;0,5864;0,0010000000000000009;0,0018000000000000238
shuttle;0,95;6;0,01330000000000009;0,013600000000000056;0,17459999999999998;0,0012000000000000899;0,038999999999999924;0,36439999999999995;0,046600000000000086;0,0023000000000000798
shuttle;0,95;7;0,01330000000000009;0,013600000000000056;0,6829999999999999;0,0034000000000000696;0,02199999999999991;0,5709;0,01200000000000001;0,0033000000000000806
shuttle;0,95;8;0,01330000000000009;0,013600000000000056;0,6116999999999999;0,0022000000000000908;0,028899999999999926;0,6434;0,010000000000000009;0,0032000000000000917
shuttle;0,95;9;0,01330000000000009;0,013600000000000056;0,5264;0,0030000000000000027;0,026899999999999924;0,733;0,02080000000000004;0,0039000000000000146
spambase;0,05;0;0,7928;0,5608;0,579;0,084;0,05;0,19419999999999998;0,08700000000000001;0,0023000000000000034
spambase;0,05;1;0,7928;0,5267;0,334;0,015;0,05;0,027999999999999997;0,028000000000000004;0,006500000000000006
spambase;0,05;2;0,7672;0,5608;0,2369;0,032100000000000004;0,05;0,1042;0,001999999999999995;0,030100000000000002
spambase;0,05;3;0,82;0,6716;0,064;0,0325;0,05;0,058899999999999994;0,045000000000000005;0,029100000000000004
spambase;0,05;4;0,7432;0,5398999999999999;0,0411;0,040900000000000006;0,05;0,09519999999999999;0,027000000000000003;0,0284
spambase;0,05;5;0,7928;0,5608;0,0542;0,0316;0,05;0,061399999999999996;0,027000000000000003;0,030400000000000003
spambase;0,05;6;0,7672;0,4795;0,23610000000000003;0,021300000000000003;0,05;0,0571;0,041;0,011200000000000002
spambase;0,05;7;0,6990999999999999;0,14040000000000002;0,0708;0,027100000000000003;0,05;0,0711;0,007000000000000006;0,025300000000000003
spambase;0,05;8;0,7204999999999999;0,23620000000000002;0,45160000000000006;0,2516;0,05;0,1768;0,074;0,0025000000000000022
spambase;0,05;9;0,7432;0,5021;0,0408;0,010500000000000002;0,05;0,0722;0,033;0,017300000000000003
spambase;0,25;0;0,3002;0,022699999999999998;0,2348;0,0267;0,17270000000000002;0,269;0,22299999999999998;0,03489999999999999
spambase;0,25;1;0,4414;0,0887;0,03210000000000002;0,004599999999999993;0,2111;0,16949999999999998;0,268;0,007000000000000006
spambase;0,25;2;0,24020000000000002;0,061700000000000005;0,09210000000000002;0,022299999999999986;0,1671;0,24509999999999998;0,202;0,030700000000000005
spambase;0,25;3;0,3237;0,08249999999999999;0,02679999999999999;0,0041999999999999815;0,19140000000000001;0,1738;0,14800000000000002;0,0
spambase;0,25;4;0,192;0,0068000000000000005;0,0776;0,02560000000000001;0,18130000000000002;0,21939999999999998;0,187;0,010299999999999976
spambase;0,25;5;0,34919999999999995;0,04930000000000001;0,035500000000000004;0,3207;0,1911;0,1891;0,126;0,024999999999999994
spambase;0,25;6;0,4991;0,02560000000000001;0,0696;0,020199999999999996;0,1978;0,19590000000000002;0,10399999999999998;0,022400000000000003
spambase;0,25;7;0,4788;0,14279999999999998;0,09139999999999998;0,013799999999999979;0,1857;0,20879999999999999;0,20900000000000002;0,008099999999999996
spambase;0,25;8;0,3002;0,0378;0,1745;0,12040000000000001;0,1795;0,2681;0,29700000000000004;0,1149
spambase;0,25;9;0,4991;0,015600000000000003;0,07469999999999999;0,0753;0,2115;0,1356;0,068;0,0721
spambase;0,5;0;0,11280000000000001;0,05810000000000004;0,044300000000000006;0,1149;0,19829999999999998;0,14880000000000004;0,44799999999999995;0,018000000000000016
spambase;0,5;1;0,06169999999999998;0,015199999999999991;0,011099999999999999;0,009500000000000008;0,22870000000000001;0,11709999999999998;0,10899999999999999;0,013500000000000012
spambase;0,5;2;0,05020000000000002;0,03689999999999999;0,04749999999999999;0,010399999999999965;0,22260000000000002;0,137;0,20399999999999996;0,01970000000000005
spambase;0,5;3;0,07369999999999999;0,019699999999999995;0,02100000000000002;0,029000000000000026;0,20500000000000002;0,13980000000000004;0,15200000000000002;0,009000000000000008
spambase;0,5;4;0,06169999999999998;0,005900000000000016;0,02859999999999996;0,02859999999999996;0,18930000000000002;0,15400000000000003;0,16800000000000004;0,02210000000000001
spambase;0,5;5;0,08609999999999995;0,02839999999999998;0,04469999999999996;0,029200000000000004;0,2363;0,10519999999999996;0,119;0,03370000000000001
spambase;0,5;6;0,028699999999999948;0,04099999999999998;0,013000000000000012;0,006900000000000017;0,22310000000000002;0,12980000000000003;0,07999999999999996;0,004300000000000026
spambase;0,5;7;0,05020000000000002;0,02410000000000001;0,03300000000000003;0,00029999999999996696;0,1859;0,13390000000000002;0,10899999999999999;0,010699999999999987
spambase;0,5;8;0,15769999999999995;0,018900000000000028;0,08520000000000005;0,02739999999999998;0,19590000000000002;0,14480000000000004;0,15400000000000003;0,0011999999999999789
spambase;0,5;9;0,01849999999999996;0,11880000000000002;0,020299999999999985;0,0524;0,2374;0,08209999999999995;0,04200000000000004;0,06040000000000001
spambase;0,75;0;0,021299999999999986;0,007800000000000029;0,005800000000000027;0,0035000000000000586;0,15049999999999997;0,04690000000000005;0,16969999999999996;0,015000000000000013
spambase;0,75;1;0,0010000000000000009;0,007800000000000029;0,013900000000000023;0,008299999999999974;0,16510000000000002;0,029000000000000026;0,049900000000000055;0,023299999999999987
spambase;0,75;2;0,0010000000000000009;0,014100000000000001;0,006900000000000017;0,0049000000000000155;0,1583;0,025499999999999967;0,08889999999999998;0,017800000000000038
spambase;0,75;3;0,021299999999999986;0,018299999999999983;0,019299999999999984;0,01990000000000003;0,1674;0,0262;0,04190000000000005;0,020000000000000018
spambase;0,75;4;0,0010000000000000009;0,014100000000000001;0,0353;0,04069999999999996;0,14490000000000003;0,049800000000000066;0,16880000000000006;0,015499999999999958
spambase;0,75;5;0,021299999999999986;0,018299999999999983;0,0009000000000000119;0,011599999999999944;0,1653;0,024700000000000055;0,0029000000000000137;0,010499999999999954
spambase;0,75;6;0,021299999999999986;0,018299999999999983;0,005299999999999971;0,05810000000000004;0,15879999999999994;0,03480000000000005;0,05890000000000006;0,005199999999999982
spambase;0,75;7;0,0010000000000000009;0,007800000000000029;0,007900000000000018;0,0019000000000000128;0,1521;0,03520000000000001;0,16490000000000005;0,0025000000000000577
spambase;0,75;8;0,0010000000000000009;0,014100000000000001;0,0040999999999999925;0,007199999999999984;0,14080000000000004;0,034599999999999964;0,02290000000000003;0,010399999999999965
spambase;0,75;9;0,04049999999999998;0,02849999999999997;9,999999999998899e-05;0,0047000000000000375;0,16149999999999998;0,028200000000000003;0,027900000000000036;0,019299999999999984
spambase;0,95;0;0,01979999999999993;0,0039000000000000146;0,06399999999999995;0,01090000000000002;0,1261;0,10229999999999995;0,008300000000000085;0,013699999999999934
spambase;0,95;1;0,01979999999999993;0,013700000000000045;0,08789999999999998;0,0023999999999999577;0,13379999999999992;0,12969999999999993;0,01650000000000007;0,007299999999999973
spambase;0,95;2;0,01979999999999993;0,013700000000000045;0,07219999999999993;0,0040000000000000036;0,13069999999999993;0,11499999999999999;0,015199999999999991;0,0040999999999999925
spambase;0,95;3;0,01979999999999993;0,0039000000000000146;0,07729999999999992;0,008799999999999919;0,12429999999999997;0,11509999999999998;0,006400000000000072;0,009399999999999964
spambase;0,95;4;0,01979999999999993;0,013700000000000045;0,07009999999999994;0,005700000000000038;0,12249999999999994;0,1199;0,012900000000000023;0,007000000000000006
spambase;0,95;5;0,01979999999999993;0,0039000000000000146;0,057699999999999974;0,012699999999999934;0,129;0,11549999999999994;0,008099999999999996;0,015599999999999947
spambase;0,95;6;0,01979999999999993;0,0039000000000000146;0,0413;0,015100000000000002;0,1267999999999999;0,10749999999999993;0,008099999999999996;0,013899999999999912
spambase;0,95;7;0,01979999999999993;0,013700000000000045;0,04630000000000001;0,007000000000000006;0,12829999999999997;0,12009999999999998;0,012400000000000078;0,0040000000000000036
spambase;0,95;8;0,01979999999999993;0,0039000000000000146;0,07109999999999994;0,013599999999999945;0,13419999999999999;0,10819999999999996;0,00880000000000003;0,013599999999999945
spambase;0,95;9;0,01979999999999993;0,0039000000000000146;0,044499999999999984;0,0121;0,12619999999999998;0,10470000000000002;0,007900000000000018;0,010299999999999976
wine;0,05;0;0,949;0,9319;0,2944;0,025100000000000004;0,05;0,11919999999999999;0,020000000000000004;0,012300000000000005
wine;0,05;1;0,6241;0,17720000000000002;0,1829;0,011499999999999996;0,035500000000000004;0,1638;0,1503;0,010999999999999996
wine;0,05;2;0,592;0,15799999999999997;0,09069999999999999;0,0204;0,0357;0,18019999999999997;0,09099999999999998;0,03359999999999999
wine;0,05;3;0,6241;0,11969999999999999;0,1426;0,007000000000000006;0,05;0,116;0,013000000000000005;0,014600000000000002
wine;0,05;4;0,949;0,6818;0,4993;0,0051;0,05;0,0717;0,000999999999999994;0,0109
wine;0,05;5;0,6414;0,2212;0,15599999999999997;0,031100000000000003;0,05;0,12719999999999998;0,055999999999999994;0,008999999999999994
wine;0,05;6;0,6076999999999999;0,105;0,21490000000000004;0,008199999999999999;0,05;0,1077;0,06999999999999999;0,0005999999999999964
wine;0,05;7;0,949;0,9508999999999999;0,3372;0,0067000000000000046;0,05;0,06609999999999999;0,001999999999999995;0,004400000000000001
wine;0,05;8;0,949;0,9508999999999999;0,21300000000000002;0,020500000000000004;0,05;0,05489999999999999;0,011000000000000003;0,011200000000000002
wine;0,05;9;0,949;0,7374999999999999;0,329;0,0011999999999999997;0,041400000000000006;0,1451;0,017;0,005499999999999998
wine;0,25;0;0,08700000000000002;0,028700000000000003;0,031200000000000006;0,009199999999999986;0,0822;0,1557;0,03799999999999998;0,0015000000000000013
wine;0,25;1;0,0398;0,0010000000000000009;0,057499999999999996;0,044499999999999984;0,06240000000000001;0,18669999999999998;0,10699999999999998;0,059699999999999975
wine;0,25;2;0,0529;0,02410000000000001;0,09050000000000002;0,035999999999999976;0,03359999999999999;0,2173;0,2703;0,0343
wine;0,25;3;0,02789999999999998;0,012399999999999994;0,07450000000000001;0,017400000000000027;0,0789;0,1405;0,05199999999999999;0,030000000000000027
wine;0,25;4;0,004300000000000026;0,028700000000000003;0,1935;0,005500000000000005;0,0572;0,13479999999999998;0,08900000000000002;0,01529999999999998
wine;0,25;5;0,08700000000000002;0,03470000000000001;0,06719999999999998;0,03589999999999999;0,061200000000000004;0,19330000000000003;0,07100000000000001;0,006799999999999973
wine;0,25;6;0,0368;0,0010000000000000009;0,05459999999999998;0,007799999999999974;0,0892;0,16660000000000003;0,09899999999999998;0,025399999999999978
wine;0,25;7;0,00040000000000001146;0,03420000000000001;0,13990000000000002;0,003500000000000003;0,0983;0,11399999999999999;0,05099999999999999;0,0022999999999999965
wine;0,25;8;0,025000000000000022;0,023799999999999988;0,12459999999999999;0,005900000000000016;0,0902;0,12569999999999998;0,055999999999999994;0,012900000000000023
wine;0,25;9;0,04949999999999999;0,010299999999999976;0,032999999999999974;0,01679999999999998;0,0766;0,19340000000000002;0,07700000000000001;0,029100000000000015
wine;0,5;0;0,009799999999999975;0,005900000000000016;0,09309999999999996;0,0030000000000000027;0,0731;0,0988;0,025000000000000022;0,0028000000000000247
wine;0,5;1;0,0006999999999999784;0,0037000000000000366;0,04390000000000005;0,0020000000000000018;0,0625;0,10570000000000002;0,06599999999999995;0,0043999999999999595
wine;0,5;2;0,01849999999999996;0,018900000000000028;0,045399999999999996;0,023399999999999976;0,04189999999999999;0,13260000000000005;0,038000000000000034;0,017800000000000038
wine;0,5;3;0,009799999999999975;0,005900000000000016;0,08050000000000002;0,0038000000000000256;0,06280000000000002;0,09640000000000004;0,062000000000000055;0,0014000000000000123
wine;0,5;4;0,018600000000000005;0,015199999999999991;0,2136;0,020000000000000018;0,06609999999999999;0,08030000000000004;0,0010000000000000009;0,0006000000000000449
wine;0,5;5;0,01849999999999996;0,02410000000000001;0,08279999999999998;0,0031999999999999806;0,07269999999999999;0,10980000000000001;0,06499999999999995;0,006000000000000005
wine;0,5;6;0,0006999999999999784;0,005900000000000016;0,11150000000000004;0,0017000000000000348;0,067;0,10429999999999995;0,05600000000000005;0,0034999999999999476
wine;0,5;7;0,018600000000000005;0,019699999999999995;0,08699999999999997;0,005400000000000016;0,0832;0,07750000000000001;0,0040000000000000036;0,0011999999999999789
wine;0,5;8;0,018600000000000005;0,015199999999999991;0,1008;0,00649999999999995;0,07719999999999999;0,09350000000000003;0,028000000000000025;0,0018000000000000238
wine;0,5;9;0,008700000000000041;0,008700000000000041;0,03600000000000003;0,022599999999999953;0,07600000000000001;0,12109999999999999;0,09899999999999998;0,0262
wine;0,75;0;0,021199999999999997;0,0030999999999999917;0,04810000000000003;0,0030000000000000027;0,056499999999999995;0,03639999999999999;0,026000000000000023;0,0012999999999999678
wine;0,75;1;0,021199999999999997;0,0030999999999999917;0,06020000000000003;0,0013999999999999568;0,03620000000000001;0,047900000000000054;0,08420000000000005;0,010499999999999954
wine;0,75;2;0,0009000000000000119;0,01419999999999999;0,031200000000000006;0,010600000000000054;0,03539999999999999;0,056400000000000006;0,14039999999999997;0,0012999999999999678
wine;0,75;3;0,0009000000000000119;0,0030999999999999917;0,05620000000000003;0,0004999999999999449;0,0605;0,0403;0,0030000000000000027;0,0016000000000000458
wine;0,75;4;0,021199999999999997;0,0030999999999999917;0,00990000000000002;0,0011999999999999789;0,049799999999999955;0,04300000000000004;0,1281;0,0
wine;0,75;5;0,021199999999999997;0,0030999999999999917;0,05379999999999996;0,0038000000000000256;0,04679999999999995;0,044499999999999984;0,12639999999999996;0,0010000000000000009
wine;0,75;6;0,021199999999999997;0,0030999999999999917;0,04079999999999995;0,00019999999999997797;0,03820000000000001;0,049799999999999955;0,07240000000000002;0,0028000000000000247
wine;0,75;7;0,021199999999999997;0,00770000000000004;0,06340000000000001;0,0042999999999999705;0,05300000000000005;0,03500000000000003;0,015000000000000013;0,010800000000000032
wine;0,75;8;0,021199999999999997;0,00770000000000004;0,03620000000000001;0,0014999999999999458;0,05120000000000002;0,04420000000000002;0,10799999999999998;0,0006000000000000449
wine;0,75;9;0,021199999999999997;0,0030999999999999917;0,012199999999999989;0,0031999999999999806;0,05459999999999998;0,04500000000000004;0,04200000000000004;0,0016000000000000458
wine;0,95;0;0,019899999999999918;0,013600000000000056;0,012199999999999989;0,0009000000000000119;0,030200000000000005;0,2037;0,015900000000000025;0,0005999999999999339
wine;0,95;1;0,019899999999999918;0,013600000000000056;0,04139999999999999;0,0011999999999999789;0,03369999999999995;0,3135;0,01660000000000006;0,0
wine;0,95;2;0,019899999999999918;0,013600000000000056;0,1199;0,005400000000000071;0,01749999999999996;0,44199999999999995;0,015600000000000058;0,007099999999999995
wine;0,95;3;0,019899999999999918;0,0040000000000000036;0,19499999999999995;0,0010000000000000009;0,025899999999999923;0,3599;0,01660000000000006;0,0008000000000000229
wine;0,95;4;0,019899999999999918;0,0040000000000000036;0,0020000000000000018;0,0014999999999999458;0,03149999999999997;0,22749999999999992;0,01440000000000008;0,0007999999999999119
wine;0,95;5;0,019899999999999918;0,0040000000000000036;0,14179999999999993;0,000500000000000056;0,02399999999999991;0,4476;0,01430000000000009;0,00040000000000006697
wine;0,95;6;0,019899999999999918;0,0040000000000000036;0,0826;9,999999999998899e-05;0,024399999999999977;0,354;0,015300000000000091;0,0020000000000000018
wine;0,95;7;0,019899999999999918;0,013600000000000056;0,0686;0,0034000000000000696;0,02729999999999999;0,25259999999999994;0,01660000000000006;0,0035000000000000586
wine;0,95;8;0,019899999999999918;0,013600000000000056;0,118;0,0014000000000000679;0,026999999999999913;0,36439999999999995;0,016199999999999992;0,0013000000000000789
wine;0,95;9;0,019899999999999918;0,013600000000000056;0,06699999999999995;0,0018000000000000238;0,025799999999999934;0,4312999999999999;0,014900000000000024;0,0025000000000000577
