dataset;alpha;random_state;en;sigmoid_nnre;brier_nnre;dedpul;random_dedpul
housing;0,5;9;0,25470000000000004;0,20130000000000003;0,22330000000000005;0,30500000000000005;0,2642
housing;0,75;0;0,10609999999999997;0,10609999999999997;0,08840000000000003;0,10609999999999997;0,09850000000000003
housing;0,75;1;0,13129999999999997;0,11109999999999998;0,11360000000000003;0,11870000000000003;0,11870000000000003
housing;0,75;2;0,11619999999999997;0,09599999999999997;0,10099999999999998;0,10099999999999998;0,10099999999999998
housing;0,75;3;0,13639999999999997;0,12629999999999997;0,12370000000000003;0,12119999999999997;0,12119999999999997
housing;0,75;4;0,14390000000000003;0,17930000000000001;0,14139999999999997;0,18430000000000002;0,18430000000000002
housing;0,75;5;0,12880000000000003;0,11360000000000003;0,11109999999999998;0,10860000000000003;0,12119999999999997
housing;0,75;6;0,11870000000000003;0,12629999999999997;0,11109999999999998;0,11870000000000003;0,11619999999999997
housing;0,75;7;0,12370000000000003;0,10860000000000003;0,09599999999999997;0,11109999999999998;0,10609999999999997
housing;0,75;8;0,10860000000000003;0,09850000000000003;0,10099999999999998;0,09089999999999998;0,09089999999999998
housing;0,75;9;0,11870000000000003;0,13129999999999997;0,10860000000000003;0,09089999999999998;0,09089999999999998
housing;0,95;0;0,025599999999999956;0,04810000000000003;0,025599999999999956;0,04810000000000003;0,04810000000000003
housing;0,95;1;0,04169999999999996;0,04490000000000005;0,04169999999999996;0,04169999999999996;0,04810000000000003
housing;0,95;2;0,03200000000000003;0,04810000000000003;0,028800000000000048;0,0353;0,04810000000000003
housing;0,95;3;0,028800000000000048;0,04810000000000003;0,0353;0,03849999999999998;0,03200000000000003
housing;0,95;4;0,0353;0,04810000000000003;0,04169999999999996;0,0353;0,04810000000000003
housing;0,95;5;0,03200000000000003;0,04810000000000003;0,03849999999999998;0,0353;0,04810000000000003
housing;0,95;6;0,03200000000000003;0,05130000000000001;0,0353;0,04810000000000003;0,04810000000000003
housing;0,95;7;0,0353;0,04810000000000003;0,03849999999999998;0,04810000000000003;0,04810000000000003
housing;0,95;8;0,0353;0,04810000000000003;0,03849999999999998;0,03849999999999998;0,04810000000000003
housing;0,95;9;0,03849999999999998;0,04810000000000003;0,03849999999999998;0,0353;0,04810000000000003
landsat;0,05;0;0,034599999999999964;0,048799999999999955;0,04959999999999998;0,035800000000000054;0,03979999999999995
landsat;0,05;1;0,05120000000000002;0,05730000000000002;0,04390000000000005;0,037799999999999945;0,053200000000000025
landsat;0,05;2;0,03369999999999995;0,04469999999999996;0,05120000000000002;0,04349999999999998;0,0484
landsat;0,05;3;0,03049999999999997;0,04069999999999996;0,04059999999999997;0,02969999999999995;0,02969999999999995
landsat;0,05;4;0,033299999999999996;0,03820000000000001;0,04059999999999997;0,03090000000000004;0,039000000000000035
landsat;0,05;5;0,0484;0,05489999999999995;0,057699999999999974;0,03210000000000002;0,0484
landsat;0,05;6;0,03090000000000004;0,03700000000000003;0,03739999999999999;0,03369999999999995;0,03290000000000004
landsat;0,05;7;0,03210000000000002;0,046699999999999964;0,04190000000000005;0,03049999999999997;0,03169999999999995
landsat;0,05;8;0,03979999999999995;0,0484;0,040200000000000014;0,036599999999999966;0,04390000000000005
landsat;0,05;9;0,03049999999999997;0,04310000000000003;0,03539999999999999;0,034599999999999964;0,03249999999999997
landsat;0,25;0;0,07310000000000005;0,07920000000000005;0,0766;0,07340000000000002;0,07789999999999997
landsat;0,25;1;0,10129999999999995;0,09709999999999996;0,08850000000000002;0,08009999999999995;0,08009999999999995
landsat;0,25;2;0,07599999999999996;0,08399999999999996;0,07979999999999998;0,07469999999999999;0,08299999999999996
landsat;0,25;3;0,07050000000000001;0,08240000000000003;0,07310000000000005;0,0756;0,07599999999999996
landsat;0,25;4;0,08040000000000003;0,08240000000000003;0,07979999999999998;0,07850000000000001;0,07979999999999998
landsat;0,25;5;0,08009999999999995;0,08809999999999996;0,07789999999999997;0,0776;0,07789999999999997
landsat;0,25;6;0,06920000000000004;0,07950000000000002;0,07179999999999997;0,06569999999999998;0,06699999999999995
landsat;0,25;7;0,06799999999999995;0,07120000000000004;0,06669999999999998;0,06569999999999998;0,06669999999999998
landsat;0,25;8;0,0766;0,08079999999999998;0,0766;0,07210000000000005;0,07279999999999998
landsat;0,25;9;0,08240000000000003;0,08399999999999996;0,07979999999999998;0,07469999999999999;0,07440000000000002
landsat;0,5;0;0,07410000000000005;0,07250000000000001;0,06740000000000002;0,06230000000000002;0,062100000000000044
landsat;0,5;1;0,08130000000000004;0,08079999999999998;0,07599999999999996;0,07179999999999997;0,0736
landsat;0,5;2;0,07340000000000002;0,07669999999999999;0,07269999999999999;0,0676;0,0686
landsat;0,5;3;0,06389999999999996;0,06599999999999995;0,06440000000000001;0,06420000000000003;0,0635
landsat;0,5;4;0,0746;0,07110000000000005;0,06740000000000002;0,06669999999999998;0,0665
landsat;0,5;5;0,08150000000000002;0,07940000000000003;0,07689999999999997;0,07320000000000004;0,07320000000000004
landsat;0,5;6;0,06740000000000002;0,07250000000000001;0,07020000000000004;0,06599999999999995;0,06579999999999997
landsat;0,5;7;0,062100000000000044;0,0676;0,06110000000000004;0,06789999999999996;0,06789999999999996
landsat;0,5;8;0,07640000000000002;0,07920000000000005;0,0736;0,0716;0,07179999999999997
landsat;0,5;9;0,07410000000000005;0,08199999999999996;0,07530000000000003;0,07179999999999997;0,07340000000000002
landsat;0,75;0;0,038799999999999946;0,04379999999999995;0,04200000000000004;0,035499999999999976;0,035800000000000054
landsat;0,75;1;0,052200000000000024;0,05479999999999996;0,05120000000000002;0,05020000000000002;0,050799999999999956
landsat;0,75;2;0,04179999999999995;0,042200000000000015;0,04200000000000004;0,04049999999999998;0,041000000000000036
landsat;0,75;3;0,04679999999999995;0,04800000000000004;0,04579999999999995;0,044499999999999984;0,04379999999999995
landsat;0,75;4;0,050799999999999956;0,05400000000000005;0,04949999999999999;0,049799999999999955;0,049799999999999955
landsat;0,75;5;0,049799999999999955;0,05049999999999999;0,04820000000000002;0,04620000000000002;0,04679999999999995
landsat;0,75;6;0,05120000000000002;0,05020000000000002;0,04920000000000002;0,04500000000000004;0,04500000000000004
landsat;0,75;7;0,03979999999999995;0,04420000000000002;0,04079999999999995;0,04200000000000004;0,04200000000000004
landsat;0,75;8;0,04300000000000004;0,04520000000000002;0,04249999999999998;0,04049999999999998;0,04079999999999995
landsat;0,75;9;0,04349999999999998;0,04349999999999998;0,04249999999999998;0,04149999999999998;0,04400000000000004
landsat;0,95;0;0,014499999999999957;0,011600000000000055;0,011099999999999999;0,010800000000000032;0,010800000000000032
landsat;0,95;1;0,01880000000000004;0,01429999999999998;0,01429999999999998;0,01429999999999998;0,014000000000000012
landsat;0,95;2;0,01529999999999998;0,012399999999999967;0,011900000000000022;0,01319999999999999;0,01319999999999999
landsat;0,95;3;0,01529999999999998;0,011900000000000022;0,009499999999999953;0,010299999999999976;0,011399999999999966
landsat;0,95;4;0,01429999999999998;0,012700000000000045;0,011399999999999966;0,011900000000000022;0,011900000000000022
landsat;0,95;5;0,015900000000000025;0,01319999999999999;0,013000000000000012;0,011900000000000022;0,012199999999999989
landsat;0,95;6;0,01429999999999998;0,010800000000000032;0,009499999999999953;0,010800000000000032;0,010299999999999976
landsat;0,95;7;0,014499999999999957;0,013499999999999956;0,011900000000000022;0,012199999999999989;0,012700000000000045
landsat;0,95;8;0,016599999999999948;0,011600000000000055;0,012700000000000045;0,011600000000000055;0,010800000000000032
landsat;0,95;9;0,016100000000000003;0,014499999999999957;0,012399999999999967;0,013000000000000012;0,013000000000000012
mnist_1;0,05;0;0,11350000000000005;0,04679999999999995;0,047799999999999954;0,05520000000000003;0,06299999999999994
mnist_1;0,05;1;0,10999999999999999;0,05479999999999996;0,052000000000000046;0,05349999999999999;0,0615
mnist_1;0,05;2;0,07799999999999996;0,046499999999999986;0,050799999999999956;0,05149999999999999;0,053200000000000025
mnist_1;0,05;3;0,10299999999999998;0,055499999999999994;0,05300000000000005;0,05500000000000005;0,05800000000000005
mnist_1;0,05;4;0,11519999999999997;0,041200000000000014;0,04849999999999999;0,05149999999999999;0,05349999999999999
mnist_1;0,05;5;0,0988;0,04300000000000004;0,04400000000000004;0,05149999999999999;0,052000000000000046
mnist_1;0,05;6;0,10919999999999996;0,06399999999999995;0,04500000000000004;0,05049999999999999;0,05349999999999999
mnist_1;0,05;7;0,09450000000000003;0,054200000000000026;0,04849999999999999;0,05700000000000005;0,05900000000000005
mnist_1;0,05;8;0,1058;0,04500000000000004;0,052000000000000046;0,055499999999999994;0,06679999999999997
mnist_1;0,05;9;0,11050000000000004;0,06420000000000003;0,053200000000000025;0,05279999999999996;0,05479999999999996
mnist_1;0,25;0;0,15800000000000003;0,14249999999999996;0,11380000000000001;0,12649999999999995;0,126
mnist_1;0,25;1;0,16700000000000004;0,139;0,10899999999999999;0,12619999999999998;0,12180000000000002
mnist_1;0,25;2;0,18520000000000003;0,16300000000000003;0,13080000000000003;0,14480000000000004;0,14100000000000001
mnist_1;0,25;3;0,17879999999999996;0,13219999999999998;0,11050000000000004;0,12019999999999997;0,11519999999999997
mnist_1;0,25;4;0,1582;0,1482;0,10919999999999996;0,12380000000000002;0,123
mnist_1;0,25;5;0,15200000000000002;0,13219999999999998;0,11199999999999999;0,12080000000000002;0,124
mnist_1;0,25;6;0,17700000000000005;0,1652;0,13049999999999995;0,12880000000000003;0,129
mnist_1;0,25;7;0,17879999999999996;0,13980000000000004;0,12019999999999997;0,133;0,13319999999999999
mnist_1;0,25;8;0,14549999999999996;0,11750000000000005;0,09350000000000003;0,11350000000000005;0,10599999999999998
mnist_1;0,25;9;0,16949999999999998;0,12419999999999998;0,10899999999999999;0,11499999999999999;0,11450000000000005
mnist_1;0,5;0;0,132;0,129;0,10699999999999998;0,09899999999999998;0,09850000000000003
mnist_1;0,5;1;0,12649999999999995;0,12280000000000002;0,09119999999999995;0,08899999999999997;0,0928
mnist_1;0,5;2;0,12819999999999998;0,13180000000000003;0,1048;0,10199999999999998;0,10199999999999998
mnist_1;0,5;3;0,14100000000000001;0,131;0,10850000000000004;0,1018;0,1048
mnist_1;0,5;4;0,11699999999999999;0,12180000000000002;0,09699999999999998;0,09079999999999999;0,09019999999999995
mnist_1;0,5;5;0,12549999999999994;0,121;0,10219999999999996;0,09799999999999998;0,09750000000000003
mnist_1;0,5;6;0,134;0,12980000000000003;0,10619999999999996;0,1028;0,10299999999999998
mnist_1;0,5;7;0,126;0,12050000000000005;0,08999999999999997;0,08999999999999997;0,08799999999999997
mnist_1;0,5;8;0,11550000000000005;0,11580000000000001;0,09219999999999995;0,09719999999999995;0,09719999999999995
mnist_1;0,5;9;0,126;0,12780000000000002;0,10119999999999996;0,10050000000000003;0,10050000000000003
mnist_1;0,75;0;0,07350000000000001;0,09619999999999995;0,0655;0,05879999999999996;0,05900000000000005
mnist_1;0,75;1;0,08120000000000005;0,09350000000000003;0,07499999999999996;0,0625;0,06399999999999995
mnist_1;0,75;2;0,08520000000000005;0,11199999999999999;0,08420000000000005;0,06999999999999995;0,07020000000000004
mnist_1;0,75;3;0,08720000000000006;0,0998;0,07799999999999996;0,061000000000000054;0,0615
mnist_1;0,75;4;0,07420000000000004;0,09019999999999995;0,07350000000000001;0,06579999999999997;0,06579999999999997
mnist_1;0,75;5;0,07250000000000001;0,09619999999999995;0,07250000000000001;0,05900000000000005;0,05800000000000005
mnist_1;0,75;6;0,08179999999999998;0,1058;0,07920000000000005;0,06120000000000003;0,06299999999999994
mnist_1;0,75;7;0,08020000000000005;0,09550000000000003;0,07320000000000004;0,05279999999999996;0,050799999999999956
mnist_1;0,75;8;0,08099999999999996;0,09350000000000003;0,07620000000000005;0,0655;0,06820000000000004
mnist_1;0,75;9;0,07799999999999996;0,09919999999999995;0,06779999999999997;0,0635;0,061799999999999966
mnist_1;0,95;0;0,021499999999999964;0,030000000000000027;0,02080000000000004;0,020199999999999996;0,01980000000000004
mnist_1;0,95;1;0,02080000000000004;0,026000000000000023;0,02080000000000004;0,020000000000000018;0,020199999999999996
mnist_1;0,95;2;0,022199999999999998;0,027000000000000024;0,022199999999999998;0,019499999999999962;0,01880000000000004
mnist_1;0,95;3;0,020499999999999963;0,030000000000000027;0,022800000000000042;0,01649999999999996;0,01649999999999996
mnist_1;0,95;4;0,022800000000000042;0,02980000000000005;0,022199999999999998;0,01849999999999996;0,01849999999999996
mnist_1;0,95;5;0,019499999999999962;0,027800000000000047;0,02100000000000002;0,016800000000000037;0,016800000000000037
mnist_1;0,95;6;0,026800000000000046;0,026800000000000046;0,0252;0,026000000000000023;0,026000000000000023
mnist_1;0,95;7;0,02200000000000002;0,027800000000000047;0,021499999999999964;0,017800000000000038;0,018000000000000016
mnist_1;0,95;8;0,02180000000000004;0,025800000000000045;0,022800000000000042;0,019199999999999995;0,019000000000000017
mnist_1;0,95;9;0,019499999999999962;0,028000000000000025;0,020000000000000018;0,01749999999999996;0,016800000000000037
mnist_2;0,05;0;0,13849999999999996;0,050799999999999956;0,05179999999999996;0,050799999999999956;0,055499999999999994
mnist_2;0,05;1;0,16579999999999995;0,05049999999999999;0,050000000000000044;0,05120000000000002;0,05349999999999999
mnist_2;0,05;2;0,11980000000000002;0,050000000000000044;0,050000000000000044;0,050799999999999956;0,05179999999999996
mnist_2;0,05;3;0,13349999999999995;0,05600000000000005;0,05500000000000005;0,05300000000000005;0,05700000000000005
mnist_2;0,05;4;0,15749999999999997;0,049799999999999955;0,05049999999999999;0,052000000000000046;0,06679999999999997
mnist_2;0,05;5;0,11980000000000002;0,05020000000000002;0,050000000000000044;0,050799999999999956;0,050799999999999956
mnist_2;0,05;6;0,12749999999999995;0,050000000000000044;0,050000000000000044;0,05049999999999999;0,054200000000000026
mnist_2;0,05;7;0,124;0,05049999999999999;0,05020000000000002;0,052200000000000024;0,055499999999999994
mnist_2;0,05;8;0,15349999999999997;0,04920000000000002;0,050000000000000044;0,050000000000000044;0,050000000000000044
mnist_2;0,05;9;0,15280000000000005;0,08420000000000005;0,05579999999999996;0,0655;0,06979999999999997
mnist_2;0,25;0;0,18899999999999995;0,15100000000000002;0,12719999999999998;0,132;0,132
mnist_2;0,25;1;0,18820000000000003;0,15200000000000002;0,12280000000000002;0,12549999999999994;0,12450000000000006
mnist_2;0,25;2;0,21450000000000002;0,15449999999999997;0,132;0,14200000000000002;0,14100000000000001
mnist_2;0,25;3;0,18600000000000005;0,15300000000000002;0,13949999999999996;0,14380000000000004;0,14400000000000002
